,timestamp,a_x,a_y,a_z,dps_x,dps_y,dps_z,pressure,target,time_sec,segment_time_sec,segment_id
107,961862,0.5583,0.1854,1.4679,-3.43,7.735,0.0262,1000.2751,hard_decel,23.52,1.26,1
108,961922,0.3984,0.0315,0.9775,2.8525,1.8025,0.91,1000.3337,hard_decel,23.58,1.32,1
109,961982,0.5173,0.2338,1.2356,0.8575,-0.4462,0.56,1000.3179,hard_decel,23.64,1.38,1
110,962042,0.5185,0.1034,1.0004,-1.75,1.26,0.7262,1000.3586,hard_decel,23.7,1.44,1
111,962102,0.3533,-0.0342,0.7896,-0.3938,-2.1,0.7962,1000.3723,hard_decel,23.76,1.5,1
112,962162,0.3858,-0.0668,0.7683,-1.6013,-1.6187,0.5775,1000.3726,hard_decel,23.82,1.56,1
113,962222,0.3125,0.0871,0.7377,0.2275,-3.045,-0.84,1000.4014,hard_decel,23.88,1.62,1
114,962282,0.5517,-0.1291,0.9067,-1.05,-7.4725,3.2812,1000.4451,hard_decel,23.94,1.68,1
115,962342,0.5154,0.2248,1.0246,-4.515,-2.2925,0.7262,1000.5103,hard_decel,24.0,1.74,1
116,962402,0.4243,-0.1096,0.9044,4.4713,0.945,-2.8875,1000.4995,hard_decel,24.06,1.8,1
117,962462,0.5337,0.0018,1.404,-0.91,16.555,2.8788,1000.5369,hard_decel,24.12,1.86,1
118,962522,0.5735,0.4067,1.2998,3.99,6.65,-0.0175,1000.5186,hard_decel,24.18,1.92,1
119,962582,0.5197,0.2098,0.9385,-3.36,10.1237,0.7875,1000.5857,hard_decel,24.24,1.98,1
120,962642,0.4794,0.6215,1.3099,14.1925,13.6938,-5.2587,1000.6399,hard_decel,24.3,2.04,1
121,962702,0.4824,0.2464,0.9736,-5.7925,-5.6175,-4.69,1000.6123,hard_decel,24.36,2.1,1
122,962762,0.0007,-0.4738,0.5422,0.4112,4.165,0.7175,1000.6658,hard_decel,24.42,2.16,1
123,962822,0.5037,0.1457,1.2488,10.8763,-0.1312,-1.3913,1000.697,hard_decel,24.48,2.22,1
124,962882,-0.2201,0.286,0.3421,-10.325,-4.5763,-1.4787,1000.6665,hard_decel,24.54,2.28,1
125,962942,0.4138,-0.2982,0.9471,-4.34,-1.9075,3.8412,1000.6953,hard_decel,24.6,2.34,1
126,963002,0.5624,0.0722,1.2003,3.3775,-1.505,0.3413,1000.7129,hard_decel,24.66,2.4,1
127,963062,0.4613,0.2262,0.5768,-0.735,-10.7537,-0.0262,1000.7197,hard_decel,24.72,2.46,1
128,963122,0.4212,-0.1161,1.1602,-3.85,1.8463,0.8575,1000.7119,hard_decel,24.78,2.52,1
129,963182,0.3267,-0.0342,0.9982,-2.7912,0.1663,1.3125,1000.769,hard_decel,24.84,2.58,1
130,963242,0.34,-0.0422,0.9306,-2.8788,-0.63,-0.6475,1000.8018,hard_decel,24.9,2.64,1
