index,timestamp,a_x,a_y,a_z,dps_x,dps_y,dps_z,pressure,target,segment_id,time_sec,segment_time_sec
4220,3718382,-0.1415,0.0279,0.9555,-0.9538,2.1175,-0.6125,1000.0945,smooth_accel_decel,7,371.04,11.94
4221,3718442,-0.0844,0.0949,0.9182,-1.0412,-0.595,-0.805,1000.0852,smooth_accel_decel,7,371.1,12.0
4222,3718502,-0.0883,-0.0308,1.007,-0.1838,-2.6163,-0.2887,1000.0796,smooth_accel_decel,7,371.16,12.06
4223,3718562,-0.1561,-0.0163,0.9387,1.0412,-2.1263,-0.4462,1000.0869,smooth_accel_decel,7,371.22,12.12
4224,3718622,-0.03,-0.0127,1.2313,-0.9187,-3.3338,-0.0962,1000.0903,smooth_accel_decel,7,371.28,12.18
4225,3718682,-0.1123,0.0549,1.0545,-0.2013,1.7675,-0.525,1000.0864,smooth_accel_decel,7,371.34,12.24
4226,3718742,-0.1413,0.0186,1.0282,0.5775,1.085,-0.3325,1000.0823,smooth_accel_decel,7,371.4,12.3
4227,3718802,-0.2191,-0.0486,0.9692,1.1725,0.9538,-0.1225,1000.073,smooth_accel_decel,7,371.46,12.36
4228,3718862,-0.1181,0.0114,1.0719,0.7788,3.64,-0.14,1000.0876,smooth_accel_decel,7,371.52,12.42
4229,3718922,-0.1671,0.0266,0.8154,1.8112,1.9688,0.0,1000.0869,smooth_accel_decel,7,371.58,12.48
4230,3718982,-0.0424,-0.0158,1.1232,-0.0437,-0.385,0.14,1000.0745,smooth_accel_decel,7,371.64,12.54
4231,3719042,-0.0951,0.0188,1.1588,2.2662,-0.63,0.3063,1000.071,smooth_accel_decel,7,371.7,12.6
4232,3719102,-0.1484,-0.0154,1.0325,-0.0962,2.1962,0.105,1000.0654,smooth_accel_decel,7,371.76,12.66
4233,3719162,-0.12,-0.0742,0.947,-1.505,1.5137,0.4812,1000.071,smooth_accel_decel,7,371.82,12.72
4234,3719222,-0.1332,0.0143,1.0472,0.4462,-0.56,-0.5163,1000.0635,smooth_accel_decel,7,371.88,12.78
4235,3719282,-0.0825,0.1151,1.1033,1.3125,0.385,0.035,1000.0645,smooth_accel_decel,7,371.94,12.84
4236,3719342,-0.1365,0.01,0.8074,-1.4612,-0.4725,0.2188,1000.064,smooth_accel_decel,7,372.0,12.9
4237,3719402,-0.1269,0.0285,0.914,0.1575,-3.4388,0.2188,1000.0635,smooth_accel_decel,7,372.06,12.96
4238,3719462,-0.0612,0.1039,1.0241,1.8987,0.105,0.315,1000.0574,smooth_accel_decel,7,372.12,13.02
4239,3719522,-0.181,-0.0913,0.9595,-1.4088,4.3925,0.8487,1000.0583,smooth_accel_decel,7,372.18,13.08
4240,3719582,-0.1168,0.0234,0.9768,0.6825,-1.6537,0.0175,1000.0564,smooth_accel_decel,7,372.24,13.14
4241,3719642,-0.1032,-0.0288,1.0101,2.8263,-2.7213,0.2887,1000.0552,smooth_accel_decel,7,372.3,13.2
4242,3719702,-0.1486,-0.008,1.0302,0.9975,-0.6212,-0.2713,1000.0554,smooth_accel_decel,7,372.36,13.26
4243,3719762,-0.0314,0.0935,1.2034,2.1437,-2.94,0.175,1000.0452,smooth_accel_decel,7,372.42,13.32
4244,3719822,-0.0422,-0.0495,0.9826,0.1663,-4.62,0.1838,1000.0469,smooth_accel_decel,7,372.48,13.38
4245,3719882,-0.0408,0.123,1.1326,2.2662,0.7,0.6212,1000.0481,smooth_accel_decel,7,372.54,13.44
4246,3719942,-0.1424,0.0612,0.9379,-0.805,0.245,-0.0175,1000.0466,smooth_accel_decel,7,372.6,13.5
4247,3720002,-0.0313,0.0348,1.0409,-1.8025,-0.3237,-0.2887,1000.0466,smooth_accel_decel,7,372.66,13.56
4248,3720062,-0.0539,-0.0801,1.0589,-0.1663,-1.1988,-0.0262,1000.031,smooth_accel_decel,7,372.72,13.62
4249,3720122,-0.0448,0.07,1.059,0.3587,-0.2625,0.245,1000.0369,smooth_accel_decel,7,372.78,13.68
4250,3720182,-0.0983,-0.0029,0.9491,1.6363,0.525,0.1138,1000.0227,smooth_accel_decel,7,372.84,13.74
4251,3720242,-0.0534,0.101,1.0141,-1.5838,-1.8112,-0.525,1000.0171,smooth_accel_decel,7,372.9,13.8
4252,3720302,-0.0419,0.0269,0.9354,0.665,-1.4787,0.0787,1000.0181,smooth_accel_decel,7,372.96,13.86
4253,3720362,-0.0996,-0.0566,0.946,0.5163,-1.4963,-0.14,999.9929,smooth_accel_decel,7,373.02,13.92
4254,3720422,-0.1056,-0.019,0.8959,-2.1613,0.2188,-0.4725,999.979,smooth_accel_decel,7,373.08,13.98
4255,3720482,-0.1158,-0.1321,0.9623,-0.3938,-0.49,-0.3063,999.9731,smooth_accel_decel,7,373.14,14.04
4256,3720542,-0.0997,0.0029,0.9489,-0.2975,-0.1488,0.0875,999.9602,smooth_accel_decel,7,373.2,14.1
4257,3720602,-0.0386,0.0281,1.1758,1.2337,1.4875,-0.2975,999.946,smooth_accel_decel,7,373.26,14.16
4258,3720662,-0.0342,0.0259,1.006,0.63,-2.2225,0.2188,999.9443,smooth_accel_decel,7,373.32,14.22
4259,3720722,-0.1335,0.0217,0.9618,1.225,1.47,0.1488,999.9194,smooth_accel_decel,7,373.38,14.28
4260,3720782,-0.1061,0.0354,0.863,0.0,-4.8562,-0.0262,999.9431,smooth_accel_decel,7,373.44,14.34
4261,3720842,0.0227,0.0204,1.1292,1.1463,1.8637,0.6737,999.9426,smooth_accel_decel,7,373.5,14.4
4262,3720902,-0.0522,-0.0251,1.1214,1.7413,2.5375,-0.28,999.959,smooth_accel_decel,7,373.56,14.46
4263,3720962,-0.1244,0.1098,0.9016,0.0088,4.1475,0.035,999.9761,smooth_accel_decel,7,373.62,14.52
4264,3721022,0.0167,-0.0744,1.0519,2.38,-3.2812,0.7088,999.9744,smooth_accel_decel,7,373.68,14.58
4265,3721082,0.0065,-0.0052,0.8987,-2.6163,-1.1287,-0.1225,999.9807,smooth_accel_decel,7,373.74,14.64
4266,3721142,-0.1703,-0.0254,0.9412,1.89,-0.9187,-0.035,999.9619,smooth_accel_decel,7,373.8,14.7
4267,3721202,-0.0617,-0.0236,0.9825,-0.5337,1.61,0.2013,999.9431,smooth_accel_decel,7,373.86,14.76
4268,3721262,-0.0152,0.0567,1.0036,1.6975,-1.33,0.0175,999.9475,smooth_accel_decel,7,373.92,14.82
4269,3721322,-0.0362,-0.08,1.0092,0.42,-1.9338,-0.1663,999.9353,smooth_accel_decel,7,373.98,14.88
4270,3721382,0.0059,0.06,1.0189,0.8575,0.7262,-0.0437,999.9307,smooth_accel_decel,7,374.04,14.94
4271,3721442,0.0328,-0.0329,1.0488,0.2887,2.03,0.28,999.9216,smooth_accel_decel,7,374.1,15.0
4272,3721502,-0.0115,0.0166,1.0356,-0.2625,-1.3913,0.4375,999.9111,smooth_accel_decel,7,374.16,15.06
4273,3721562,-0.059,0.0694,0.9392,-1.0762,-0.7875,-0.1138,999.9036,smooth_accel_decel,7,374.22,15.12
4274,3721622,0.0527,-0.0113,1.1309,1.1025,-2.4325,-0.1925,999.9126,smooth_accel_decel,7,374.28,15.18
4275,3721682,-0.0056,0.017,1.0365,0.4025,-0.2275,-0.175,999.9116,smooth_accel_decel,7,374.34,15.24
4276,3721742,-0.0713,0.0385,0.9254,1.0762,-0.7525,-0.3063,999.8774,smooth_accel_decel,7,374.4,15.3
4277,3721802,-0.0237,-0.0754,0.9236,0.1925,-0.1925,0.49,999.874,smooth_accel_decel,7,374.46,15.36
4278,3721862,-0.0949,0.01,0.8481,-1.6187,0.6825,0.4288,999.8757,smooth_accel_decel,7,374.52,15.42
4279,3721922,0.0077,-0.021,1.0297,0.595,1.7413,-0.315,999.8618,smooth_accel_decel,7,374.58,15.48
4280,3721982,0.0259,0.0266,0.9792,0.7962,1.0237,0.2625,999.8589,smooth_accel_decel,7,374.64,15.54
4281,3722042,-0.0383,0.0518,0.8804,-0.2625,-1.9162,-0.0262,999.8508,smooth_accel_decel,7,374.7,15.6
4282,3722102,-0.0681,-0.0608,0.9775,0.595,0.595,0.5512,999.8394,smooth_accel_decel,7,374.76,15.66
4283,3722162,-0.0105,0.008,1.1991,0.595,2.4325,-0.245,999.8176,smooth_accel_decel,7,374.82,15.72
4284,3722222,-0.0415,0.064,1.0073,-0.3938,1.5225,0.0437,999.8096,smooth_accel_decel,7,374.88,15.78
4285,3722282,0.0425,0.1527,1.351,1.2425,0.105,0.8575,999.8193,smooth_accel_decel,7,374.94,15.84
4286,3722342,0.0527,-0.0044,1.264,0.8138,5.6875,0.4812,999.7996,smooth_accel_decel,7,375.0,15.9
4287,3722402,0.0075,0.1486,0.9667,1.365,1.9863,0.35,999.7922,smooth_accel_decel,7,375.06,15.96
4288,3722462,-0.0029,0.0325,0.9762,-1.0762,-4.0425,-0.21,999.7737,smooth_accel_decel,7,375.12,16.02
4289,3722522,-0.0282,-0.0749,1.0787,-0.28,0.4988,0.035,999.7598,smooth_accel_decel,7,375.18,16.08
4290,3722582,-0.0291,0.1022,1.0035,1.9075,1.4,-0.0525,999.7366,smooth_accel_decel,7,375.24,16.14
4291,3722642,-0.0392,-0.1125,0.9215,1.2775,0.0962,-0.1225,999.7332,smooth_accel_decel,7,375.3,16.2
4292,3722702,0.0537,0.0,1.1097,1.2687,-0.945,-0.0613,999.7397,smooth_accel_decel,7,375.36,16.26
4293,3722762,-0.0615,-0.0797,0.8039,-0.98,-0.6037,-0.0525,999.738,smooth_accel_decel,7,375.42,16.32
4294,3722822,0.0556,0.1487,1.1355,1.7062,-0.1838,0.175,999.7268,smooth_accel_decel,7,375.48,16.38
4295,3722882,-0.04,-0.1136,0.9096,-0.1488,4.025,0.0962,999.728,smooth_accel_decel,7,375.54,16.44
4296,3722942,-0.0627,0.111,0.9974,-0.8225,2.6075,0.035,999.7324,smooth_accel_decel,7,375.6,16.5
4297,3723002,-0.0104,0.0145,0.9805,0.945,-0.5425,-0.1312,999.7329,smooth_accel_decel,7,375.66,16.56
4298,3723062,-0.0463,-0.0149,0.7876,-0.98,3.7275,-0.1312,999.7095,smooth_accel_decel,7,375.72,16.62
4299,3723122,-0.0152,-0.0052,0.922,-0.2188,1.925,0.28,999.7095,smooth_accel_decel,7,375.78,16.68
4300,3723182,-0.0693,-0.0156,0.7552,0.42,0.5075,0.4725,999.7183,smooth_accel_decel,7,375.84,16.74
4301,3723242,-0.0083,-0.0541,0.916,0.3413,-1.7763,0.14,999.7156,smooth_accel_decel,7,375.9,16.8
4302,3723302,-0.0193,-0.0417,0.8447,-2.4938,-2.0213,0.1488,999.7397,smooth_accel_decel,7,375.96,16.86
4303,3723362,-0.0712,-0.0215,0.8325,1.3388,-2.8525,0.3762,999.7471,smooth_accel_decel,7,376.02,16.92
4304,3723422,-0.0276,-0.032,0.9363,-1.9688,-2.0738,0.1925,999.7678,smooth_accel_decel,7,376.08,16.98
4305,3723482,0.0795,0.1679,1.391,2.3275,-0.7788,0.56,999.7729,smooth_accel_decel,7,376.14,17.04
4306,3723542,-0.039,0.0296,1.1158,0.8575,3.045,-0.1138,999.7744,smooth_accel_decel,7,376.2,17.1
4307,3723602,-0.0244,0.0224,0.9853,-2.6075,4.025,-0.2188,999.7832,smooth_accel_decel,7,376.26,17.16
4308,3723662,-0.0797,-0.0098,0.9423,1.2513,0.455,-0.1312,999.7932,smooth_accel_decel,7,376.32,17.22
4309,3723722,0.0419,0.0773,1.0709,0.6913,-1.295,0.0962,999.8208,smooth_accel_decel,7,376.38,17.28
4310,3723782,0.0395,0.0625,1.1506,-0.4375,-0.2362,-0.2975,999.8359,smooth_accel_decel,7,376.44,17.34
4311,3723842,-0.0325,-0.0024,1.0594,1.085,1.6537,-0.105,999.8279,smooth_accel_decel,7,376.5,17.4
4312,3723902,0.0423,0.0001,0.9631,-1.785,0.0437,-0.455,999.8218,smooth_accel_decel,7,376.56,17.46
4313,3723962,-0.0476,-0.0695,0.8025,0.4112,-0.4725,-0.5512,999.8567,smooth_accel_decel,7,376.62,17.52
4314,3724022,0.0007,-0.0188,0.8567,1.0237,1.6975,-0.2713,999.8579,smooth_accel_decel,7,376.68,17.58
4315,3724082,0.047,0.1137,1.0823,2.52,-1.4262,0.3325,999.8572,smooth_accel_decel,7,376.74,17.64
4316,3724142,0.0367,0.0906,1.0655,-0.9362,0.9538,-0.2887,999.8411,smooth_accel_decel,7,376.8,17.7
4317,3724202,0.0059,0.002,1.1256,4.34,-0.49,0.07,999.8345,smooth_accel_decel,7,376.86,17.76
4318,3724262,-0.0027,-0.0337,0.9455,1.5925,-0.0613,-0.4025,999.8423,smooth_accel_decel,7,376.92,17.82
4319,3724322,0.0552,0.0114,1.0672,1.2337,-0.2975,0.665,999.8376,smooth_accel_decel,7,376.98,17.88
4320,3724382,-0.0053,-0.0169,0.9141,1.9075,0.8838,-0.1312,999.8584,smooth_accel_decel,7,377.04,17.94
4321,3724442,0.0007,0.0288,0.9531,2.8963,-0.8925,0.2188,999.8579,smooth_accel_decel,7,377.1,18.0
4322,3724502,-0.019,-0.028,0.9557,1.05,-0.2013,0.0613,999.8474,smooth_accel_decel,7,377.16,18.06
4323,3724562,0.0971,0.1379,1.1593,1.5137,-0.7437,0.3237,999.8523,smooth_accel_decel,7,377.22,18.12
4324,3724622,0.0448,-0.0351,1.0689,1.1812,0.6212,-0.315,999.8726,smooth_accel_decel,7,377.28,18.18
4325,3724682,0.052,0.0939,1.0155,0.7613,1.7675,-0.6913,999.8696,smooth_accel_decel,7,377.34,18.24
4326,3724742,-0.0142,-0.0755,1.0245,2.5287,1.645,-0.07,999.8748,smooth_accel_decel,7,377.4,18.3
4327,3724802,-0.0481,-0.01,0.8957,1.1113,-0.3237,-0.3762,999.8789,smooth_accel_decel,7,377.46,18.36
4328,3724862,-0.0054,-0.0364,0.8816,1.05,-0.4288,-0.1925,999.8857,smooth_accel_decel,7,377.52,18.42
4329,3724922,0.0168,0.0622,1.0155,3.0538,-1.365,0.1225,999.877,smooth_accel_decel,7,377.58,18.48
4330,3724982,0.0312,0.101,1.1588,1.8463,-2.8,0.2362,999.8496,smooth_accel_decel,7,377.64,18.54
4331,3725042,0.0261,0.0435,1.1827,0.6125,1.4963,-0.1312,999.8657,smooth_accel_decel,7,377.7,18.6
4332,3725102,0.0334,-0.0002,1.1636,1.4,3.2462,-0.0525,999.8652,smooth_accel_decel,7,377.76,18.66
4333,3725162,-0.0148,0.063,0.9221,1.6013,0.9013,0.035,999.8857,smooth_accel_decel,7,377.82,18.72
4334,3725222,0.0747,-0.0498,0.8477,1.0063,-0.7875,-0.2537,999.866,smooth_accel_decel,7,377.88,18.78
4335,3725282,0.0444,0.0548,1.0109,4.6638,-2.8788,-0.14,999.8933,smooth_accel_decel,7,377.94,18.84
4336,3725342,0.1546,0.1033,1.1248,2.6775,-1.6888,-0.2713,999.884,smooth_accel_decel,7,378.0,18.9
4337,3725402,0.0918,0.031,1.1636,2.7825,1.8375,0.56,999.8796,smooth_accel_decel,7,378.06,18.96
4338,3725462,0.1146,0.0802,1.1521,2.8875,1.925,0.2887,999.8628,smooth_accel_decel,7,378.12,19.02
4339,3725522,0.0077,-0.0293,0.8913,0.5863,1.7325,0.1488,999.8953,smooth_accel_decel,7,378.18,19.08
4340,3725582,0.0407,-0.0717,0.8009,-0.0088,-2.2838,-0.49,999.8906,smooth_accel_decel,7,378.24,19.14
4341,3725642,0.0569,-0.0024,0.9997,-0.3063,-0.525,-0.1225,999.9014,smooth_accel_decel,7,378.3,19.2
4342,3725702,0.0142,0.0642,0.8454,2.03,-0.0613,-0.07,999.9067,smooth_accel_decel,7,378.36,19.26
4343,3725762,0.0732,0.0215,0.7876,-1.4525,-2.555,-0.2887,999.8994,smooth_accel_decel,7,378.42,19.32
4344,3725822,0.0932,0.1172,1.0379,0.2887,-2.9925,0.6562,999.8977,smooth_accel_decel,7,378.48,19.38
4345,3725882,0.0522,-0.0037,0.934,0.1225,-0.21,-0.0175,999.9116,smooth_accel_decel,7,378.54,19.44
4346,3725942,0.0774,0.0447,0.9672,-0.42,0.6388,-0.595,999.9216,smooth_accel_decel,7,378.6,19.5
4347,3726002,0.1369,0.1021,1.1817,2.2137,-1.1025,0.1312,999.9053,smooth_accel_decel,7,378.66,19.56
4348,3726062,0.0984,0.1272,1.3084,1.0762,0.3938,-0.5163,999.8953,smooth_accel_decel,7,378.72,19.62
4349,3726122,0.0693,0.0093,1.2405,1.5575,4.2263,-0.3587,999.9387,smooth_accel_decel,7,378.78,19.68
4350,3726182,0.0383,0.052,0.9615,0.91,1.1638,-0.5775,999.9612,smooth_accel_decel,7,378.84,19.74
4351,3726242,0.0528,0.0588,1.0712,2.1875,-1.5662,-0.3413,999.9453,smooth_accel_decel,7,378.9,19.8
4352,3726302,0.1128,0.0549,1.158,-0.875,-4.1825,-0.5688,999.9287,smooth_accel_decel,7,378.96,19.86
4353,3726362,0.0741,0.0505,1.0025,2.59,-0.4725,0.0613,999.9021,smooth_accel_decel,7,379.02,19.92
4354,3726422,-0.0115,-0.053,0.9508,-1.5312,1.295,-0.6388,999.8875,smooth_accel_decel,7,379.08,19.98
4355,3726482,0.1227,0.042,1.0645,-0.7088,1.12,-0.84,999.9009,smooth_accel_decel,7,379.14,20.04
4356,3726542,0.0606,0.0193,1.1463,1.6888,1.715,0.2275,999.8845,smooth_accel_decel,7,379.2,20.1
4357,3726602,0.0733,0.146,1.2192,-0.9538,-1.96,-0.3675,999.8801,smooth_accel_decel,7,379.26,20.16
4358,3726662,0.0932,0.103,0.9806,2.275,-1.6013,-0.735,999.8591,smooth_accel_decel,7,379.32,20.22
4359,3726722,0.134,0.0337,1.1105,0.0088,-2.5287,-0.1488,999.8513,smooth_accel_decel,7,379.38,20.28
4360,3726782,0.039,0.1584,1.0265,0.9975,-1.96,-0.8225,999.8228,smooth_accel_decel,7,379.44,20.34
4361,3726842,0.0449,-0.0293,0.8664,2.9488,-2.17,-0.2887,999.8206,smooth_accel_decel,7,379.5,20.4
4362,3726902,0.0935,0.0558,1.1261,0.49,-2.52,-0.5425,999.8093,smooth_accel_decel,7,379.56,20.46
4363,3726962,0.0983,0.0459,0.9755,2.1088,-0.0262,-0.91,999.8159,smooth_accel_decel,7,379.62,20.52
4364,3727022,-0.0207,-0.0664,0.6288,-0.665,-2.415,-0.2537,999.8254,smooth_accel_decel,7,379.68,20.58
4365,3727082,0.032,0.0332,1.0482,0.2013,-1.0237,-0.0262,999.8176,smooth_accel_decel,7,379.74,20.64
4366,3727142,0.0781,-0.0847,1.1858,-0.805,0.84,-0.3675,999.8093,smooth_accel_decel,7,379.8,20.7
4367,3727202,0.0822,0.0751,1.1071,2.415,-1.8112,-0.28,999.8298,smooth_accel_decel,7,379.86,20.76
4368,3727262,0.0462,0.0641,1.1038,0.6212,-1.9425,0.3762,999.8379,smooth_accel_decel,7,379.92,20.82
4369,3727322,0.054,0.044,1.0058,1.3913,-0.0613,-0.56,999.8557,smooth_accel_decel,7,379.98,20.88
4370,3727382,0.0962,-0.1473,1.02,-0.7525,1.6625,-0.3325,999.8425,smooth_accel_decel,7,380.04,20.94
4371,3727442,0.1466,-0.0901,1.241,-0.42,1.2425,0.28,999.853,smooth_accel_decel,7,380.1,21.0
4372,3727502,0.1369,0.2361,1.0119,3.9113,-0.4988,-0.3762,999.8652,smooth_accel_decel,7,380.16,21.06
4373,3727562,-0.1686,-0.0493,0.6437,-3.92,2.4588,-0.5863,999.8655,smooth_accel_decel,7,380.22,21.12
4374,3727622,0.0364,-0.0969,0.9428,3.115,-2.8175,-0.8662,999.8577,smooth_accel_decel,7,380.28,21.18
4375,3727682,0.1089,0.0102,1.2191,1.5662,-0.56,-1.155,999.8625,smooth_accel_decel,7,380.34,21.24
4376,3727742,-0.0306,-0.0052,0.9418,-0.3587,-0.8225,-0.245,999.8604,smooth_accel_decel,7,380.4,21.3
4377,3727802,0.0407,0.0124,1.1614,1.4,0.1488,-0.98,999.8638,smooth_accel_decel,7,380.46,21.36
4378,3727862,0.0675,-0.1645,0.8685,0.2975,2.3275,-0.6737,999.8816,smooth_accel_decel,7,380.52,21.42
4379,3727922,0.0409,0.0122,0.9035,1.8112,4.0687,-0.3762,999.8909,smooth_accel_decel,7,380.58,21.48
4380,3727982,-0.0049,0.0249,1.0855,-0.77,1.0063,-0.7437,999.9148,smooth_accel_decel,7,380.64,21.54
4381,3728042,0.0074,-0.0381,0.8858,0.5863,-1.1638,-0.2188,999.9109,smooth_accel_decel,7,380.7,21.6
4382,3728102,0.0178,-0.0525,0.868,1.155,-1.3475,-0.8225,999.916,smooth_accel_decel,7,380.76,21.66
4383,3728162,0.1286,0.0567,0.9969,0.0262,-2.415,-0.7175,999.9502,smooth_accel_decel,7,380.82,21.72
4384,3728222,0.0547,0.0276,0.9292,-4.4363,1.6363,-0.1225,999.9587,smooth_accel_decel,7,380.88,21.78
4385,3728282,-0.0005,-0.0531,1.0773,-4.025,-0.5337,-0.6825,999.9407,smooth_accel_decel,7,380.94,21.84
4386,3728342,0.1191,-0.0437,1.0665,0.3675,-2.0125,-0.7525,999.9431,smooth_accel_decel,7,381.0,21.9
4387,3728402,0.0913,0.0112,1.0024,0.84,-3.815,-0.4025,999.9363,smooth_accel_decel,7,381.06,21.96
4388,3728462,0.1266,-0.0619,0.948,-3.3512,3.7188,-0.6125,999.9102,smooth_accel_decel,7,381.12,22.02
4389,3728522,0.146,-0.0221,1.0187,-0.84,1.5225,0.735,999.9255,smooth_accel_decel,7,381.18,22.08
4390,3728582,0.1103,0.0593,0.9967,-2.87,1.5225,-1.2687,999.9182,smooth_accel_decel,7,381.24,22.14
4391,3728642,0.164,0.0905,1.1125,-2.7037,5.635,0.8313,999.8777,smooth_accel_decel,7,381.3,22.2
4392,3728702,0.1663,0.1368,1.0289,0.3063,0.6037,0.9712,999.905,smooth_accel_decel,7,381.36,22.26
4393,3728762,0.2118,0.071,1.1585,1.575,-1.4875,-0.7962,999.916,smooth_accel_decel,7,381.42,22.32
4394,3728822,-0.1061,-0.0864,0.9085,-2.9662,3.2287,-0.6037,999.9048,smooth_accel_decel,7,381.48,22.38
4395,3728882,0.1166,0.0242,0.9223,1.3038,1.89,0.9362,999.9419,smooth_accel_decel,7,381.54,22.44
4396,3728942,0.1318,0.0642,0.5855,-2.0125,-8.5925,-0.0262,999.9619,smooth_accel_decel,7,381.6,22.5
4397,3729002,0.0825,-0.1041,0.8438,0.4462,-4.34,0.6125,999.9536,smooth_accel_decel,7,381.66,22.56
4398,3729062,-0.0498,-0.0306,0.6809,-3.7188,4.8475,-0.6388,999.9622,smooth_accel_decel,7,381.72,22.62
4399,3729122,-0.0076,-0.1593,0.9412,1.4088,-1.3212,0.14,999.9631,smooth_accel_decel,7,381.78,22.68
4400,3729182,0.0302,0.009,0.8667,2.2487,-0.7,-0.2013,999.9385,smooth_accel_decel,7,381.84,22.74
4401,3729242,0.073,0.0107,1.0102,-1.6712,1.6275,-1.225,999.9216,smooth_accel_decel,7,381.9,22.8
4402,3729302,0.089,0.151,0.7213,2.2925,-3.815,0.9013,999.9324,smooth_accel_decel,7,381.96,22.86
4403,3729362,0.2027,-0.1183,1.2232,1.5925,-2.73,-0.2975,999.9531,smooth_accel_decel,7,382.02,22.92
4404,3729422,-0.0608,0.0742,0.9467,1.12,0.8313,0.1925,999.9644,smooth_accel_decel,7,382.08,22.98
4405,3729482,0.1433,-0.0118,1.0202,-2.7562,-1.3475,-0.4812,999.9365,smooth_accel_decel,7,382.14,23.04
4406,3729542,-0.0198,0.0077,0.9209,1.1287,-1.6187,-0.1225,999.9639,smooth_accel_decel,7,382.2,23.1
4407,3729602,-0.0778,0.0054,0.7142,0.2362,-3.0975,0.2537,999.9712,smooth_accel_decel,7,382.26,23.16
4408,3729662,0.1539,0.1335,1.0763,3.955,-2.0738,0.315,999.9641,smooth_accel_decel,7,382.32,23.22
4409,3729722,0.141,-0.1423,1.1846,-0.2887,1.1463,0.595,999.9915,smooth_accel_decel,7,382.38,23.28
4410,3729782,0.0715,0.0054,0.8974,4.97,8.9425,0.5425,999.9897,smooth_accel_decel,7,382.44,23.34
4411,3729842,0.1108,-0.2115,0.8304,1.2687,-3.5875,0.8838,999.9954,smooth_accel_decel,7,382.5,23.4
4412,3729902,0.2233,0.009,1.1061,0.1488,-4.0775,0.0787,999.9844,smooth_accel_decel,7,382.56,23.46
4413,3729962,-0.0549,-0.1694,0.7771,-1.8987,1.8025,0.4375,999.9907,smooth_accel_decel,7,382.62,23.52
4414,3730022,0.1616,-0.0154,1.2807,2.0475,-1.015,-0.7,999.9963,smooth_accel_decel,7,382.68,23.58
4415,3730082,0.1137,-0.1205,1.0882,3.8588,-0.7,0.14,999.9961,smooth_accel_decel,7,382.74,23.64
4416,3730142,0.0875,0.1103,1.0236,0.4988,-0.3762,-0.0262,999.9841,smooth_accel_decel,7,382.8,23.7
4417,3730202,0.0817,-0.0287,1.2223,3.2025,-1.6888,0.14,999.9941,smooth_accel_decel,7,382.86,23.76
4418,3730262,0.1342,0.1044,1.1556,0.3938,0.875,-0.4375,999.9773,smooth_accel_decel,7,382.92,23.82
4419,3730322,0.1479,0.019,1.0956,-3.0363,2.4938,-0.2188,999.9788,smooth_accel_decel,7,382.98,23.88
4420,3730382,-0.0167,-0.1135,0.7623,0.9538,-0.5775,0.0088,999.978,smooth_accel_decel,7,383.04,23.94
4421,3730442,0.0442,-0.0465,0.8962,5.425,-1.05,-0.0962,999.9934,smooth_accel_decel,7,383.1,24.0
4422,3730502,0.1563,0.0856,1.0621,-4.4275,-6.9125,-1.0675,999.9934,smooth_accel_decel,7,383.16,24.06
4423,3730562,0.0325,0.0979,0.9387,-0.14,-0.49,-0.0962,999.9841,smooth_accel_decel,7,383.22,24.12
4424,3730622,0.06,-0.0491,1.1369,-5.2238,-0.455,0.2362,999.97,smooth_accel_decel,7,383.28,24.18
4425,3730682,0.1662,0.035,0.8413,-0.7525,4.8475,-0.455,999.9805,smooth_accel_decel,7,383.34,24.24
4426,3730742,0.1532,-0.1393,1.0702,2.8612,0.0613,-2.0213,1000.0117,smooth_accel_decel,7,383.4,24.3
4427,3730802,0.1318,-0.0183,1.0301,5.1625,3.7188,-0.035,1000.0034,smooth_accel_decel,7,383.46,24.36
4428,3730862,0.0766,0.0407,1.0078,-0.455,10.7275,-0.1488,999.99,smooth_accel_decel,7,383.52,24.42
4429,3730922,0.0007,-0.0034,0.9113,1.8463,2.625,0.4025,999.9924,smooth_accel_decel,7,383.58,24.48
4430,3730982,0.1662,0.2943,1.2963,-0.1488,5.845,0.1838,1000.01,smooth_accel_decel,7,383.64,24.54
4431,3731042,0.0853,-0.0603,1.1209,0.9712,0.6737,-0.2537,1000.0098,smooth_accel_decel,7,383.7,24.6
4432,3731102,0.0744,-0.0527,0.9759,1.3038,-1.5662,0.3063,1000.0081,smooth_accel_decel,7,383.76,24.66
4433,3731162,0.0891,0.1648,1.0973,2.1875,-5.7575,0.4112,1000.0017,smooth_accel_decel,7,383.82,24.72
4434,3731222,0.1617,-0.1786,1.0144,2.3537,-3.2375,0.0088,999.998,smooth_accel_decel,7,383.88,24.78
4435,3731282,0.0596,-0.0397,0.9926,2.625,0.4112,-0.2013,999.9697,smooth_accel_decel,7,383.94,24.84
4436,3731342,0.0645,0.1398,0.9562,-2.1525,-0.9187,-0.4988,999.9585,smooth_accel_decel,7,384.0,24.9
4437,3731402,0.1147,-0.0472,0.9115,-0.8225,-2.7475,0.4812,999.9402,smooth_accel_decel,7,384.06,24.96
4438,3731462,0.0912,0.0102,0.989,1.4963,3.1063,-1.1113,999.9558,smooth_accel_decel,7,384.12,25.02
4439,3731522,-0.0395,0.1138,0.7952,4.0687,-4.1388,-0.5075,999.9316,smooth_accel_decel,7,384.18,25.08
