index,timestamp,a_x,a_y,a_z,dps_x,dps_y,dps_z,pressure,target,time_sec,segment_id,time_sec_segment
1308,3991802,0.0839,0.0658,1.0732,2.0738,0.91,0.6125,998.7656,hard_accel_decel,128.1,3,12.06
1309,3991862,0.0899,-0.0686,0.9662,-4.5325,-1.2162,0.35,998.7688,hard_accel_decel,128.16,3,12.12
1310,3991922,0.121,0.0129,1.066,0.5688,-5.6262,0.4725,998.7739,hard_accel_decel,128.22,3,12.18
1311,3991982,0.0571,-0.0079,0.8228,-0.9712,0.0525,-0.3325,998.8962,hard_accel_decel,128.28,3,12.24
1312,3992042,0.0851,-0.0697,0.9953,4.305,-3.78,0.5425,998.8206,hard_accel_decel,128.34,3,12.3
1313,3992102,0.0964,0.0508,1.1788,0.7262,4.6988,-0.2013,998.8086,hard_accel_decel,128.4,3,12.36
1314,3992162,0.1237,0.1159,1.0255,4.2263,2.7387,0.4025,998.8613,hard_accel_decel,128.46,3,12.42
1315,3992222,0.0869,-0.1237,0.8291,-5.1537,4.8387,-0.385,998.8884,hard_accel_decel,128.52,3,12.48
1316,3992282,0.0728,0.1852,1.099,0.6125,3.4213,1.0588,998.8953,hard_accel_decel,128.58,3,12.54
1317,3992342,0.0229,-0.102,0.7274,0.6212,0.0525,-0.2537,998.9487,hard_accel_decel,128.64,3,12.6
1318,3992402,0.2071,0.0193,1.1517,-0.4288,3.2287,0.0875,998.9207,hard_accel_decel,128.7,3,12.66
1319,3992462,0.0441,-0.0281,0.9509,2.5988,3.2375,-0.035,998.8801,hard_accel_decel,128.76,3,12.72
1320,3992522,0.1228,0.0946,1.2179,0.0262,1.7675,-0.735,998.8799,hard_accel_decel,128.82,3,12.78
1321,3992582,-0.0881,-0.1071,0.721,-1.3388,-3.1412,0.1925,998.874,hard_accel_decel,128.88,3,12.84
1322,3992642,0.068,0.2039,1.1022,2.8875,2.8612,-0.1312,998.938,hard_accel_decel,128.94,3,12.9
1323,3992702,0.0409,0.0066,0.8566,-4.165,2.7738,0.4725,998.9377,hard_accel_decel,129.0,3,12.96
1324,3992762,-0.0457,0.0642,0.6773,-0.2887,0.0,0.2625,998.9868,hard_accel_decel,129.06,3,13.02
1325,3992822,0.1015,-0.011,1.19,-1.7237,2.345,0.1838,999.0178,hard_accel_decel,129.12,3,13.08
1326,3992882,0.0422,0.0407,0.8908,0.7088,1.8637,-0.4725,999.0261,hard_accel_decel,129.18,3,13.14
1327,3992942,0.0751,0.0966,1.0438,-0.5688,1.5488,-0.0613,999.0095,hard_accel_decel,129.24,3,13.2
1328,3993002,0.1205,-0.0675,1.049,-0.8838,-0.455,-0.7262,999.0049,hard_accel_decel,129.3,3,13.26
1329,3993062,0.02,0.0647,1.0417,1.3563,3.4037,0.5075,998.9844,hard_accel_decel,129.36,3,13.32
1330,3993122,0.0875,0.0018,1.0141,-0.07,-1.3038,-0.5075,998.9675,hard_accel_decel,129.42,3,13.38
1331,3993182,0.0911,0.0487,0.9755,-0.3413,-0.21,-0.2013,998.9529,hard_accel_decel,129.48,3,13.44
1332,3993242,0.1012,0.0003,0.9484,-3.045,-1.8637,-0.3325,998.991,hard_accel_decel,129.54,3,13.5
1333,3993302,0.0098,-0.0307,0.8752,1.575,-1.7325,-0.2537,998.9526,hard_accel_decel,129.6,3,13.56
1334,3993362,0.0625,-0.0332,1.0629,0.315,4.9963,-0.35,999.0347,hard_accel_decel,129.66,3,13.62
1335,3993422,0.0947,-0.0236,0.9863,-1.33,1.0762,-0.2362,998.9905,hard_accel_decel,129.72,3,13.68
1336,3993482,0.027,-0.0071,0.8477,1.6888,-2.1875,-0.0175,998.9973,hard_accel_decel,129.78,3,13.74
1337,3993542,0.0595,-0.0551,1.0072,2.1962,-1.4088,0.0175,998.9954,hard_accel_decel,129.84,3,13.8
1338,3993602,0.1269,0.0484,1.0971,-0.0525,0.9625,0.0962,998.9766,hard_accel_decel,129.9,3,13.86
1339,3993662,0.0418,0.0195,0.9287,1.2425,-1.225,0.7088,998.9814,hard_accel_decel,129.96,3,13.92
1340,3993722,0.053,-0.0122,0.9031,-0.4462,1.4787,0.3675,998.9949,hard_accel_decel,130.02,3,13.98
1341,3993782,0.1057,0.0373,1.0938,0.5425,-1.2075,-0.245,998.9946,hard_accel_decel,130.08,3,14.04
1342,3993842,0.1343,-0.0262,1.216,-0.0613,0.9712,0.9887,998.9839,hard_accel_decel,130.14,3,14.1
1343,3993902,0.1102,-0.0064,1.1651,0.2362,1.6013,0.7,998.9382,hard_accel_decel,130.2,3,14.16
1344,3993962,0.0389,0.0135,1.0513,0.07,4.2875,0.7,998.9504,hard_accel_decel,130.26,3,14.22
1345,3994022,0.063,0.0488,1.0746,1.0412,-4.1475,0.7525,998.9487,hard_accel_decel,130.32,3,14.28
1346,3994082,0.0423,-0.0249,1.1432,0.7262,-0.9013,-0.0875,999.0432,hard_accel_decel,130.38,3,14.34
1347,3994142,0.2,-0.0334,1.2783,1.155,3.5875,0.3938,998.999,hard_accel_decel,130.44,3,14.4
1348,3994202,-0.0191,0.0129,0.8123,1.89,0.6475,1.5662,999.0195,hard_accel_decel,130.5,3,14.46
1349,3994262,0.0544,-0.187,0.8902,1.2075,-1.3737,-0.1488,999.0884,hard_accel_decel,130.56,3,14.52
1350,3994322,0.0967,0.1015,0.9221,1.89,2.3888,0.42,999.1042,hard_accel_decel,130.62,3,14.58
1351,3994382,0.0918,-0.0305,1.0714,2.1088,0.5337,0.805,999.127,hard_accel_decel,130.68,3,14.64
1352,3994442,0.0265,0.0064,1.0863,2.2838,1.8375,0.3325,999.1189,hard_accel_decel,130.74,3,14.7
1353,3994502,0.0358,-0.0212,0.946,0.525,0.7088,0.5425,999.1338,hard_accel_decel,130.8,3,14.76
1354,3994562,0.0269,0.0473,0.9119,2.8087,-0.735,0.525,999.1382,hard_accel_decel,130.86,3,14.82
1355,3994622,0.1152,0.1977,1.2169,2.0038,-1.61,-0.0175,999.0977,hard_accel_decel,130.92,3,14.88
1356,3994682,0.0675,-0.0717,0.959,-1.1287,-0.245,0.1138,999.104,hard_accel_decel,130.98,3,14.94
1357,3994742,0.0966,-0.0251,1.1913,2.17,0.1225,0.1663,999.1409,hard_accel_decel,131.04,3,15.0
1358,3994802,0.1006,0.1246,0.8064,0.0787,-2.38,0.63,999.1477,hard_accel_decel,131.1,3,15.06
1359,3994862,0.0015,-0.1003,0.8178,-0.0613,-0.5688,0.1575,999.1697,hard_accel_decel,131.16,3,15.12
1360,3994922,0.0734,0.0781,1.0829,-2.38,1.925,0.2625,999.2053,hard_accel_decel,131.22,3,15.18
1361,3994982,0.0737,-0.0242,1.0321,0.945,-0.5688,-0.105,999.2114,hard_accel_decel,131.28,3,15.24
1362,3995042,0.1142,-0.1169,1.0719,-0.3938,-3.01,-0.4725,999.248,hard_accel_decel,131.34,3,15.3
1363,3995102,0.0939,0.1215,1.1031,0.0787,2.1,0.3413,999.2703,hard_accel_decel,131.4,3,15.36
1364,3995162,0.0039,-0.1147,1.0712,1.4875,8.4,-0.4375,999.2861,hard_accel_decel,131.46,3,15.42
1365,3995222,0.0825,0.1401,1.0244,2.03,-1.0412,0.1663,999.3066,hard_accel_decel,131.52,3,15.48
1366,3995282,0.04,-0.0004,1.0194,0.42,-0.9275,0.5775,999.3171,hard_accel_decel,131.58,3,15.54
1367,3995342,0.0057,0.0481,0.9667,2.695,-0.7175,-0.385,999.3726,hard_accel_decel,131.64,3,15.6
1368,3995402,0.0947,0.0461,0.9597,1.68,0.0875,0.4462,999.321,hard_accel_decel,131.7,3,15.66
1369,3995462,0.0739,-0.1052,0.8862,-0.6825,3.1588,0.1838,999.2957,hard_accel_decel,131.76,3,15.72
1370,3995522,0.0468,0.0285,0.7593,-0.1663,-4.6813,0.7175,999.324,hard_accel_decel,131.82,3,15.78
1371,3995582,0.0952,-0.0522,1.0418,-1.8725,3.7188,0.2275,999.3103,hard_accel_decel,131.88,3,15.84
1372,3995642,0.039,-0.047,0.9155,0.2887,-1.5225,0.2887,999.3289,hard_accel_decel,131.94,3,15.9
1373,3995702,0.0114,0.0341,0.8879,-0.5512,-1.8813,-0.21,999.3132,hard_accel_decel,132.0,3,15.96
1374,3995762,0.0235,0.0322,0.7403,-0.3413,-0.5163,0.5863,999.3052,hard_accel_decel,132.06,3,16.02
1375,3995822,0.0161,0.0168,1.0106,0.3325,-0.2975,0.3938,999.2747,hard_accel_decel,132.12,3,16.08
1376,3995882,0.0678,0.019,0.9562,0.7437,5.67,-0.315,999.2717,hard_accel_decel,132.18,3,16.14
1377,3995942,0.0717,-0.0322,1.0194,0.21,-1.7675,-0.2713,999.2485,hard_accel_decel,132.24,3,16.2
1378,3996002,0.1164,0.0027,1.0839,-0.035,1.5312,0.28,999.2417,hard_accel_decel,132.3,3,16.26
1379,3996062,0.1035,0.1244,1.0763,2.45,0.385,0.1663,999.2317,hard_accel_decel,132.36,3,16.32
1380,3996122,0.0312,-0.0532,0.9218,0.8225,-0.7262,-0.0962,999.1921,hard_accel_decel,132.42,3,16.38
1381,3996182,0.1753,0.1091,1.0607,1.6537,-3.4213,-0.2275,999.2129,hard_accel_decel,132.48,3,16.44
1382,3996242,0.1049,-0.0927,1.0235,1.0237,-0.245,0.5337,999.2236,hard_accel_decel,132.54,3,16.5
1383,3996302,0.0498,0.0076,0.9367,-1.4175,-1.89,0.6737,999.2158,hard_accel_decel,132.6,3,16.56
1384,3996362,0.0603,-0.0559,1.0983,-0.42,3.3775,0.035,999.2117,hard_accel_decel,132.66,3,16.62
1385,3996422,0.0614,0.0224,0.9051,1.3212,0.9275,-0.3413,999.2385,hard_accel_decel,132.72,3,16.68
1386,3996482,0.0822,-0.0598,0.9987,0.4812,-3.4388,-0.3063,999.2742,hard_accel_decel,132.78,3,16.74
1387,3996542,0.1099,0.0471,1.0416,-1.5488,-0.5512,0.3237,999.293,hard_accel_decel,132.84,3,16.8
1388,3996602,0.1077,0.0488,1.0609,-0.6037,1.3475,0.1138,999.2876,hard_accel_decel,132.9,3,16.86
1389,3996662,0.0617,-0.0554,1.027,-0.5075,0.35,0.7262,999.2759,hard_accel_decel,132.96,3,16.92
1390,3996722,0.0944,0.0392,1.0224,-1.12,0.4988,0.2975,999.2927,hard_accel_decel,133.02,3,16.98
1391,3996782,0.1127,0.0098,1.1463,-2.0387,-2.275,0.5775,999.2769,hard_accel_decel,133.08,3,17.04
1392,3996842,-0.0068,-0.0313,0.9692,-3.185,1.2687,0.9187,999.2881,hard_accel_decel,133.14,3,17.1
1393,3996902,0.0697,0.0075,0.9511,-0.5075,0.5775,0.7437,999.3032,hard_accel_decel,133.2,3,17.16
1394,3996962,0.0452,0.0232,0.7372,-2.065,-3.0013,0.35,999.2986,hard_accel_decel,133.26,3,17.22
1395,3997022,0.1069,0.0203,1.1656,-2.4675,-0.875,-0.14,999.3157,hard_accel_decel,133.32,3,17.28
1396,3997082,0.128,0.0461,1.0192,-1.0762,-0.1138,0.4025,999.3264,hard_accel_decel,133.38,3,17.34
1397,3997142,0.0527,-0.0002,1.1829,-1.8112,-0.9625,0.5512,999.355,hard_accel_decel,133.44,3,17.4
1398,3997202,0.0224,-0.0417,1.0225,0.9362,3.0275,0.7613,999.3708,hard_accel_decel,133.5,3,17.46
1399,3997262,0.1344,-0.01,1.1329,0.3413,1.5225,-0.2362,999.4341,hard_accel_decel,133.56,3,17.52
1400,3997322,0.0662,-0.1137,1.0167,-1.5312,3.605,0.7088,999.4299,hard_accel_decel,133.62,3,17.58
1401,3997382,0.0642,-0.0258,0.9543,2.3888,1.2337,0.0175,999.4426,hard_accel_decel,133.68,3,17.64
1402,3997442,0.0174,-0.1047,0.8186,1.4525,2.1263,-0.245,999.4521,hard_accel_decel,133.74,3,17.7
1403,3997502,0.1127,0.0664,1.0136,-2.4675,-3.4213,0.5337,999.4817,hard_accel_decel,133.8,3,17.76
1404,3997562,0.0595,-0.1682,0.8341,-1.3825,-1.8813,0.455,999.4854,hard_accel_decel,133.86,3,17.82
1405,3997622,0.0918,0.0678,1.1044,2.8963,2.4062,0.1312,999.4932,hard_accel_decel,133.92,3,17.88
1406,3997682,0.0,0.0217,0.9858,-0.3063,1.225,0.8138,999.5012,hard_accel_decel,133.98,3,17.94
1407,3997742,0.0363,0.0678,0.9197,0.595,2.555,1.0412,999.5127,hard_accel_decel,134.04,3,18.0
1408,3997802,0.029,0.0143,0.911,-2.4237,0.4288,-0.2362,999.5132,hard_accel_decel,134.1,3,18.06
1409,3997862,-0.0627,-0.0922,0.7672,-0.0088,-3.465,-0.3587,999.5112,hard_accel_decel,134.16,3,18.12
1410,3997922,0.0556,0.0003,0.9641,0.8925,2.31,0.1925,999.4973,hard_accel_decel,134.22,3,18.18
1411,3997982,0.0918,0.0281,1.0612,-3.4913,2.0213,-0.28,999.4126,hard_accel_decel,134.28,3,18.24
1412,3998042,0.2241,-0.03,1.1858,-0.6212,1.1463,0.2537,999.4048,hard_accel_decel,134.34,3,18.3
1413,3998102,-0.02,0.1327,0.6759,-2.87,-3.6662,0.0875,999.3921,hard_accel_decel,134.4,3,18.36
1414,3998162,0.0819,-0.1235,0.9231,-0.8138,-2.0563,0.0787,999.4058,hard_accel_decel,134.46,3,18.42
1415,3998222,0.0434,0.0361,1.1375,0.07,1.7237,0.9275,999.4102,hard_accel_decel,134.52,3,18.48
1416,3998282,0.0786,-0.1017,1.0509,0.4025,1.295,0.1312,999.4202,hard_accel_decel,134.58,3,18.54
1417,3998342,0.1378,0.0215,1.158,0.315,-0.2537,-0.385,999.4146,hard_accel_decel,134.64,3,18.6
1418,3998402,0.0836,-0.0896,0.9986,-3.3075,5.1188,-0.6037,999.4358,hard_accel_decel,134.7,3,18.66
1419,3998462,0.0954,-0.1728,0.8389,4.6287,-2.7738,0.6913,999.4233,hard_accel_decel,134.76,3,18.72
1420,3998522,0.1856,-0.0342,1.2323,2.5725,-1.1638,-0.07,999.4614,hard_accel_decel,134.82,3,18.78
1421,3998582,0.0131,0.0121,0.9738,-0.2188,1.155,0.84,999.4141,hard_accel_decel,134.88,3,18.84
1422,3998642,0.0126,-0.0375,0.9721,-0.4375,1.3737,1.0412,999.3708,hard_accel_decel,134.94,3,18.9
1423,3998702,-0.0615,-0.0744,0.968,0.1663,-0.84,0.14,999.3472,hard_accel_decel,135.0,3,18.96
1424,3998762,0.0417,-0.0532,0.7722,2.0125,-2.2838,-0.4462,999.2991,hard_accel_decel,135.06,3,19.02
1425,3998822,-0.0246,0.232,1.1019,0.4638,0.91,0.3675,999.3069,hard_accel_decel,135.12,3,19.08
1426,3998882,0.0483,-0.3289,0.8342,0.4112,-3.8588,-0.5337,999.3032,hard_accel_decel,135.18,3,19.14
1427,3998942,0.1113,0.0486,0.6878,-4.2263,-0.9712,0.0787,999.3159,hard_accel_decel,135.24,3,19.2
1428,3999002,0.2594,0.1024,1.2896,1.12,1.26,0.385,999.2839,hard_accel_decel,135.3,3,19.26
1429,3999062,-0.1101,-0.0925,0.3767,-2.8525,4.2,-0.8313,999.3115,hard_accel_decel,135.36,3,19.32
1430,3999122,-0.013,0.06,0.9333,0.56,2.0563,0.42,999.321,hard_accel_decel,135.42,3,19.38
1431,3999182,0.1395,-0.0788,1.0628,-2.835,-2.3275,-0.1925,999.3098,hard_accel_decel,135.48,3,19.44
1432,3999242,0.1218,0.0929,0.8845,-1.3125,-2.0213,-0.1663,999.3677,hard_accel_decel,135.54,3,19.5
1433,3999302,0.0534,-0.0075,0.9962,0.525,-0.9625,-0.4375,999.3977,hard_accel_decel,135.6,3,19.56
1434,3999362,0.1096,-0.0805,0.9275,0.4112,-3.0625,-0.2625,999.4294,hard_accel_decel,135.66,3,19.62
1435,3999422,0.1981,-0.0706,1.0066,3.92,-1.6275,0.1138,999.4753,hard_accel_decel,135.72,3,19.68
1436,3999482,-0.0026,-0.0601,0.8069,-2.17,4.9088,0.1838,999.5132,hard_accel_decel,135.78,3,19.74
1437,3999542,0.1657,0.0476,0.9485,0.9625,2.205,-0.2975,999.5356,hard_accel_decel,135.84,3,19.8
1438,3999602,0.1952,-0.1196,0.9794,-4.9963,-1.0675,0.4375,999.5837,hard_accel_decel,135.9,3,19.86
1439,3999662,-0.1042,-0.1395,0.7832,3.395,-3.4213,-0.6125,999.5891,hard_accel_decel,135.96,3,19.92
1440,3999722,0.0793,0.0063,0.9877,0.7962,4.9437,-0.665,999.5786,hard_accel_decel,136.02,3,19.98
1441,3999782,0.1947,-0.0256,0.9454,-0.6913,0.7525,-0.1925,999.6069,hard_accel_decel,136.08,3,20.04
1442,3999842,0.0989,0.0332,0.9975,2.3712,-0.9013,0.175,999.5708,hard_accel_decel,136.14,3,20.1
1443,3999902,0.1954,0.0378,0.9784,2.2662,1.6187,-0.5775,999.6023,hard_accel_decel,136.2,3,20.16
1444,3999962,0.2736,0.0105,0.9575,-1.2862,-0.63,-0.1838,999.585,hard_accel_decel,136.26,3,20.22
1445,4000022,0.2111,-0.0584,0.9098,1.7413,-1.1725,-0.1312,999.6118,hard_accel_decel,136.32,3,20.28
1446,4000082,0.1454,-0.0374,0.8579,-3.2113,-1.0938,-0.14,999.6277,hard_accel_decel,136.38,3,20.34
1447,4000142,0.2579,0.006,1.1148,0.77,-0.5863,0.385,999.6165,hard_accel_decel,136.44,3,20.4
1448,4000202,0.2301,-0.021,0.9953,-1.6625,1.155,-0.6212,999.5989,hard_accel_decel,136.5,3,20.46
1449,4000262,0.3672,0.0994,1.2279,-1.12,-0.07,-0.2188,999.5913,hard_accel_decel,136.56,3,20.52
1450,4000322,0.1868,-0.1909,1.0157,1.4262,2.695,0.2887,999.6116,hard_accel_decel,136.62,3,20.58
1451,4000382,0.2159,-0.017,0.9267,-0.2188,-1.6363,-0.0437,999.6064,hard_accel_decel,136.68,3,20.64
1452,4000442,0.1706,0.0325,1.1141,3.185,0.245,0.7,999.6453,hard_accel_decel,136.74,3,20.7
1453,4000502,0.2803,0.0124,1.0043,0.175,-3.4738,0.1575,999.6462,hard_accel_decel,136.8,3,20.76
1454,4000562,0.2796,-0.1202,1.0611,-1.5312,-1.4175,-0.1575,999.6743,hard_accel_decel,136.86,3,20.82
1455,4000622,0.2591,-0.1411,1.0293,-0.7525,-1.3737,-0.3762,999.6868,hard_accel_decel,136.92,3,20.88
1456,4000682,0.3193,0.2054,1.1715,4.8212,-0.9275,0.2188,999.7102,hard_accel_decel,136.98,3,20.94
1457,4000742,0.1576,-0.0614,0.9277,1.3038,-0.945,-0.2537,999.7339,hard_accel_decel,137.04,3,21.0
1458,4000802,0.336,0.2174,1.0377,-0.2537,-3.535,0.1838,999.7434,hard_accel_decel,137.1,3,21.06
1459,4000862,0.2635,-0.0309,1.0555,-2.3363,-0.4025,0.4112,999.7705,hard_accel_decel,137.16,3,21.12
1460,4000922,0.0844,-0.1681,0.5371,1.3737,-7.4988,-0.7962,999.8176,hard_accel_decel,137.22,3,21.18
1461,4000982,0.0953,-0.2404,0.6786,2.59,1.6625,-0.2537,999.8042,hard_accel_decel,137.28,3,21.24
1462,4001042,0.1174,0.0066,0.6786,5.7488,7.2537,-1.435,999.8101,hard_accel_decel,137.34,3,21.3
1463,4001102,0.2865,-0.1252,0.9396,-3.2025,-0.1838,0.175,999.8147,hard_accel_decel,137.4,3,21.36
1464,4001162,0.1996,0.128,1.2583,1.0237,2.1875,0.9887,999.8213,hard_accel_decel,137.46,3,21.42
1465,4001222,0.1555,-0.0374,0.9623,0.6037,-2.5725,0.5863,999.844,hard_accel_decel,137.52,3,21.48
1466,4001282,0.1862,-0.0644,0.6928,-6.2562,-8.505,-0.3237,999.8579,hard_accel_decel,137.58,3,21.54
1467,4001342,0.3499,0.0905,1.1924,0.3413,-0.455,0.7962,999.8601,hard_accel_decel,137.64,3,21.6
1468,4001402,0.1654,-0.1279,0.9917,1.6975,4.69,-0.0962,999.8896,hard_accel_decel,137.7,3,21.66
1469,4001462,0.2001,-0.1532,0.7383,1.4438,3.7713,-0.1663,999.9011,hard_accel_decel,137.76,3,21.72
1470,4001522,0.2274,-0.0367,1.0002,-1.6363,5.7575,0.7,999.8916,hard_accel_decel,137.82,3,21.78
1471,4001582,0.1203,-0.0476,0.7462,-2.5287,1.925,-0.07,999.897,hard_accel_decel,137.88,3,21.84
1472,4001642,0.2411,-0.0571,1.1063,1.225,1.47,-0.1138,999.9246,hard_accel_decel,137.94,3,21.9
1473,4001702,0.1457,-0.0509,0.8857,-0.245,-0.6475,-0.2625,999.949,hard_accel_decel,138.0,3,21.96
1474,4001762,0.3006,-0.0512,1.182,2.3187,-3.9025,-0.665,999.9692,hard_accel_decel,138.06,3,22.02
1475,4001822,0.2752,-0.0002,0.9257,-0.1312,-6.1425,-0.4462,999.9417,hard_accel_decel,138.12,3,22.08
1476,4001882,0.2142,-0.0227,0.9692,-3.2462,-0.2975,-0.77,999.9558,hard_accel_decel,138.18,3,22.14
1477,4001942,0.3174,0.0569,0.9271,1.5137,-2.4325,0.455,999.9573,hard_accel_decel,138.24,3,22.2
1478,4002002,0.1939,-0.0112,0.9021,2.7825,1.1725,0.6037,999.9946,hard_accel_decel,138.3,3,22.26
1479,4002062,0.1906,-0.0603,0.7914,1.6975,-0.9013,-0.035,999.9966,hard_accel_decel,138.36,3,22.32
1480,4002122,0.2034,-0.0168,0.9902,-0.0787,1.0063,0.2713,1000.0229,hard_accel_decel,138.42,3,22.38
1481,4002182,0.2696,0.0717,1.0979,1.1812,0.2887,0.0525,1000.0374,hard_accel_decel,138.48,3,22.44
1482,4002242,0.2796,-0.0071,1.1122,1.8725,-1.7413,0.3675,1000.0459,hard_accel_decel,138.54,3,22.5
1483,4002302,0.2122,-0.0947,0.8861,3.2113,-1.1812,0.2537,1000.0381,hard_accel_decel,138.6,3,22.56
1484,4002362,0.2257,0.0063,0.895,0.0613,-0.175,-0.6037,1000.0459,hard_accel_decel,138.66,3,22.62
1485,4002422,0.1968,-0.1398,0.8867,2.87,2.135,-0.14,1000.0295,hard_accel_decel,138.72,3,22.68
1486,4002482,0.2009,0.1235,0.7826,1.4088,1.435,-0.5775,1000.0107,hard_accel_decel,138.78,3,22.74
1487,4002542,0.1693,-0.1197,0.9418,-0.91,3.7013,0.1925,1000.0266,hard_accel_decel,138.84,3,22.8
1488,4002602,0.1915,-0.0583,1.0457,1.3475,0.2537,-0.3325,1000.0349,hard_accel_decel,138.9,3,22.86
1489,4002662,0.2249,-0.0027,0.8833,1.9075,-0.3762,-0.2537,1000.0408,hard_accel_decel,138.96,3,22.92
1490,4002722,0.187,-0.0644,0.8957,2.1437,-0.665,0.07,1000.0537,hard_accel_decel,139.02,3,22.98
1491,4002782,0.1952,0.0586,1.0455,-1.1463,-0.9712,0.0525,1000.0676,hard_accel_decel,139.08,3,23.04
1492,4002842,0.1582,-0.1537,1.0313,0.8662,1.9425,0.14,1000.0906,hard_accel_decel,139.14,3,23.1
1493,4002902,0.1524,0.0568,1.0109,2.3012,-2.3363,0.3063,1000.0891,hard_accel_decel,139.2,3,23.16
1494,4002962,0.131,-0.1403,0.8341,-0.735,-2.7213,0.7437,1000.1003,hard_accel_decel,139.26,3,23.22
1495,4003022,0.2066,0.0935,0.9616,-0.3237,2.6862,0.3063,1000.105,hard_accel_decel,139.32,3,23.28
1496,4003082,0.3052,-0.0181,1.1588,-3.6662,0.5863,0.5775,1000.1104,hard_accel_decel,139.38,3,23.34
1497,4003142,0.0313,-0.017,0.7424,0.77,1.6187,0.7962,1000.1177,hard_accel_decel,139.44,3,23.4
1498,4003202,0.1439,-0.1201,0.9509,-0.1838,1.7675,0.0613,1000.1345,hard_accel_decel,139.5,3,23.46
1499,4003262,0.1855,-0.0478,1.0097,1.1725,-0.665,0.2713,1000.1255,hard_accel_decel,139.56,3,23.52
1500,4003322,0.1178,0.0073,0.9277,2.38,1.0675,0.2275,1000.1272,hard_accel_decel,139.62,3,23.58
1501,4003382,0.0615,0.0047,0.841,3.4388,0.6913,0.6475,1000.1133,hard_accel_decel,139.68,3,23.64
1502,4003442,0.1021,-0.0286,1.0482,0.2887,-1.4875,0.3237,1000.1289,hard_accel_decel,139.74,3,23.7
1503,4003502,0.1002,0.1042,0.9792,-0.2275,2.4762,1.1375,1000.1294,hard_accel_decel,139.8,3,23.76
1504,4003562,-0.1303,-0.1091,0.8023,-1.26,5.8975,0.665,1000.1313,hard_accel_decel,139.86,3,23.82
1505,4003622,0.0927,-0.0861,1.0179,-1.6187,0.1663,0.4638,1000.1624,hard_accel_decel,139.92,3,23.88
1506,4003682,0.0644,-0.1261,0.8999,2.835,-1.855,-0.1225,1000.1685,hard_accel_decel,139.98,3,23.94
1507,4003742,0.0021,-0.02,0.9597,1.0938,-1.5488,0.7962,1000.1663,hard_accel_decel,140.04,3,24.0
1508,4003802,0.1349,0.0166,1.1963,0.5512,1.6712,0.105,1000.1633,hard_accel_decel,140.1,3,24.06
1509,4003862,0.0983,0.078,0.8645,1.6013,-2.45,0.5775,1000.1616,hard_accel_decel,140.16,3,24.12
1510,4003922,0.0571,0.0107,1.0282,-0.42,1.1287,0.3413,1000.1721,hard_accel_decel,140.22,3,24.18
1511,4003982,0.0234,0.0046,0.8615,-0.6388,-1.0412,0.1312,1000.1614,hard_accel_decel,140.28,3,24.24
1512,4004042,-0.0739,-0.0076,0.8899,-0.8575,-1.19,-0.4288,1000.175,hard_accel_decel,140.34,3,24.3
1513,4004102,-0.0162,-0.1066,0.7769,-0.49,-3.0975,-0.3938,1000.1772,hard_accel_decel,140.4,3,24.36
1514,4004162,0.1069,-0.0412,0.9184,0.2013,-3.4562,-0.6037,1000.1821,hard_accel_decel,140.46,3,24.42
1515,4004222,0.1564,-0.0525,1.0294,0.595,0.1663,0.3938,1000.1843,hard_accel_decel,140.52,3,24.48
1516,4004282,0.06,0.0495,0.9375,0.9362,-1.9425,0.3675,1000.1875,hard_accel_decel,140.58,3,24.54
1517,4004342,0.0276,0.0232,0.937,-0.175,-1.9162,0.1225,1000.2063,hard_accel_decel,140.64,3,24.6
1518,4004402,0.1261,0.0076,0.9651,1.5225,-1.4875,-0.0262,1000.1929,hard_accel_decel,140.7,3,24.66
1519,4004462,0.0649,0.0776,1.025,0.7262,2.6337,0.2362,1000.1968,hard_accel_decel,140.76,3,24.72
1520,4004522,0.1115,0.0381,1.0936,-0.4288,2.555,-0.3325,1000.2002,hard_accel_decel,140.82,3,24.78
1521,4004582,-0.0364,-0.0058,0.926,1.5925,0.6562,-0.0175,1000.1975,hard_accel_decel,140.88,3,24.84
1522,4004642,0.0876,0.0339,0.9936,-0.7613,-0.6125,0.6388,1000.1897,hard_accel_decel,140.94,3,24.9
1523,4004702,0.07,0.0503,0.9872,-1.0762,0.0525,0.2188,1000.1995,hard_accel_decel,141.0,3,24.96
1524,4004762,0.0617,0.0322,0.9989,0.9538,-1.82,0.14,1000.2065,hard_accel_decel,141.06,3,25.02
1525,4004822,-0.0037,-0.0237,0.944,0.6037,-2.1437,0.14,1000.2034,hard_accel_decel,141.12,3,25.08
1526,4004882,0.0827,0.0512,1.0146,0.5512,-0.07,-0.5337,1000.2112,hard_accel_decel,141.18,3,25.14
1527,4004942,0.0323,0.0354,1.1117,1.785,2.7562,0.1225,1000.2214,hard_accel_decel,141.24,3,25.2
1528,4005002,0.1191,0.0597,1.0216,2.03,-3.3163,0.3938,1000.2246,hard_accel_decel,141.3,3,25.26
1529,4005062,-0.0366,-0.0315,0.9199,-2.0475,2.4938,0.7262,1000.2207,hard_accel_decel,141.36,3,25.32
1530,4005122,-0.0542,0.0005,0.9911,1.8112,3.5787,1.1113,1000.2097,hard_accel_decel,141.42,3,25.38
1531,4005182,0.0158,-0.0337,0.8898,-2.0125,-2.0213,0.6388,1000.2205,hard_accel_decel,141.48,3,25.44
