,timestamp,a_x,a_y,a_z,dps_x,dps_y,dps_z,pressure,target,time_sec,segment_id,segment_time_sec
85,976922,0.0064,-0.1852,1.0068,-1.0588,2.3275,35.8225,1001.0095,left_u_turn,11.34,0,5.1
86,976982,0.0653,-0.1599,1.1159,-2.8875,-0.3325,34.9912,1001.0068,left_u_turn,11.4,0,5.16
87,977042,0.0295,-0.2277,1.0304,-1.4088,0.4812,35.0525,1001.0022,left_u_turn,11.46,0,5.22
88,977102,0.032,-0.2564,0.9633,-0.8925,-0.28,35.1838,1001.0117,left_u_turn,11.52,0,5.28
89,977162,0.002,-0.205,1.0668,1.5662,0.4988,34.5363,1001.0132,left_u_turn,11.58,0,5.34
90,977222,0.0063,-0.2237,0.9356,2.1788,0.5775,34.4137,1001.0105,left_u_turn,11.64,0,5.4
91,977282,-0.0349,-0.201,0.8964,2.3888,-1.82,33.7925,1001.0076,left_u_turn,11.7,0,5.46
92,977342,0.0673,-0.1395,1.1024,2.0475,-0.4638,33.39,1001.0066,left_u_turn,11.76,0,5.52
93,977402,-0.0051,-0.1792,0.9536,-0.0088,-0.0437,33.4075,1000.9937,left_u_turn,11.82,0,5.58
94,977462,-0.0188,-0.2486,0.9428,1.8987,0.3237,33.3288,1001.0022,left_u_turn,11.88,0,5.64
95,977522,-0.0132,-0.192,1.0313,0.0175,-1.8375,33.2762,1001.0073,left_u_turn,11.94,0,5.7
96,977582,-0.0391,-0.1772,1.0102,1.6275,2.6163,32.3838,1001.0046,left_u_turn,12.0,0,5.76
97,977642,-0.0778,-0.1757,0.9226,1.1113,4.2613,32.06,1001.001,left_u_turn,12.06,0,5.82
98,977702,-0.049,-0.161,0.9434,-0.0088,-1.0675,31.5263,1001.0,left_u_turn,12.12,0,5.88
99,977762,0.0102,-0.1679,1.0712,2.3537,1.54,30.73,1000.9946,left_u_turn,12.18,0,5.94
100,977822,0.0088,-0.149,1.058,0.77,0.735,29.645,1000.9934,left_u_turn,12.24,0,6.0
101,977882,-0.0063,-0.1576,0.9828,0.1925,-1.4262,29.0238,1001.0005,left_u_turn,12.3,0,6.06
102,977942,-0.0024,-0.1213,1.0963,2.1437,2.4413,28.6475,1000.9883,left_u_turn,12.36,0,6.12
103,978002,-0.0073,-0.1108,0.9818,1.1638,1.5925,27.9737,1000.9907,left_u_turn,12.42,0,6.18
104,978062,-0.047,-0.1027,1.0034,-0.0175,0.9975,27.265,1000.9854,left_u_turn,12.48,0,6.24
105,978122,-0.0022,-0.1335,1.0824,0.6562,2.1962,26.6,1000.99,left_u_turn,12.54,0,6.3
106,978182,-0.0825,-0.1413,0.9133,1.505,0.4988,25.48,1000.9873,left_u_turn,12.6,0,6.36
107,978242,-0.0613,-0.1135,0.9955,1.8025,0.3675,24.1763,1000.9866,left_u_turn,12.66,0,6.42
108,978302,-0.0481,-0.0398,0.893,1.3388,2.17,22.2162,1000.991,left_u_turn,12.72,0,6.48
109,978362,-0.0598,-0.0475,0.9282,2.1437,-0.42,20.8337,1000.9792,left_u_turn,12.78,0,6.54
110,978422,-0.0437,-0.0137,1.0358,1.9775,0.8838,19.3025,1000.9775,left_u_turn,12.84,0,6.6
111,978482,-0.0703,-0.0773,0.9762,0.0613,2.2662,17.7188,1000.9741,left_u_turn,12.9,0,6.66
112,978542,-0.0644,-0.0037,0.9465,-0.9712,0.1838,16.6863,1000.9729,left_u_turn,12.96,0,6.72
113,978602,-0.0628,-0.0098,1.0016,-0.4112,0.6388,15.4263,1000.9656,left_u_turn,13.02,0,6.78
114,978662,-0.0559,-0.0667,1.0255,-0.6562,1.8112,14.1313,1000.9595,left_u_turn,13.08,0,6.84
115,978722,-0.0578,-0.059,1.0197,1.19,-0.91,13.3875,1000.9609,left_u_turn,13.14,0,6.9
116,978782,-0.0788,-0.0178,0.9675,2.1088,0.245,12.1888,1000.9585,left_u_turn,13.2,0,6.96
117,978842,-0.0678,-0.0527,0.9382,1.8637,-0.0175,11.0075,1000.9622,left_u_turn,13.26,0,7.02
118,978902,-0.0742,0.0066,0.9476,1.8112,0.805,9.7825,1000.9565,left_u_turn,13.32,0,7.08
119,978962,-0.0376,0.0828,0.9767,0.175,0.7175,8.7238,1000.9558,left_u_turn,13.38,0,7.14
120,979022,-0.0037,0.0642,0.9622,0.665,-0.8487,7.8663,1000.9612,left_u_turn,13.44,0,7.2
121,979082,-0.0571,0.1014,1.0099,-0.945,-0.56,7.1663,1000.9575,left_u_turn,13.5,0,7.26
122,979142,-0.0163,0.0049,1.0537,-0.21,0.7788,6.125,1000.9631,left_u_turn,13.56,0,7.32
123,979202,-0.0104,0.0104,1.0107,0.2537,-1.1113,5.3113,1000.9583,left_u_turn,13.62,0,7.38
124,979262,-0.0102,0.0435,1.0765,0.4025,-0.1575,4.9088,1000.957,left_u_turn,13.68,0,7.44
125,979322,-0.0542,0.0725,0.9592,0.1312,1.1463,4.1825,1000.959,left_u_turn,13.74,0,7.5
126,979382,-0.063,0.0117,0.9764,1.295,0.8487,3.2375,1000.9548,left_u_turn,13.8,0,7.56
127,979442,-0.021,0.0784,1.004,1.26,0.84,2.8788,1000.9458,left_u_turn,13.86,0,7.62
128,979502,-0.0783,-0.0127,0.9684,0.3063,0.0525,2.4675,1000.9575,left_u_turn,13.92,0,7.68
129,979562,-0.0264,0.1203,1.0333,0.5075,1.4787,2.3888,1000.9485,left_u_turn,13.98,0,7.74
130,979622,-0.0271,0.083,1.0039,-0.4375,1.1725,1.8025,1000.9521,left_u_turn,14.04,0,7.8
131,979682,-0.1001,0.0084,0.9492,-0.6037,1.9338,1.7763,1000.9543,left_u_turn,14.1,0,7.86
132,979742,-0.0598,0.081,1.033,0.0613,0.3938,1.3212,1000.9475,left_u_turn,14.16,0,7.92
133,979802,-0.0705,0.0374,0.9272,-1.2687,1.1812,1.2075,1000.9478,left_u_turn,14.22,0,7.98
134,979862,-0.1017,-0.0142,0.9463,-0.42,0.3413,0.805,1000.9458,left_u_turn,14.28,0,8.04
135,979922,-0.0354,-0.0222,1.0104,0.9887,0.84,0.7962,1000.9558,left_u_turn,14.34,0,8.1
136,979982,-0.0337,0.0847,1.0386,0.0613,1.3212,1.1463,1000.9409,left_u_turn,14.4,0,8.16
137,980042,-0.028,0.0589,1.0207,1.0675,1.1025,1.3563,1000.9456,left_u_turn,14.46,0,8.22
138,980102,-0.0564,-0.0212,0.9833,-0.9538,1.0762,1.1725,1000.9324,left_u_turn,14.52,0,8.28
139,980162,-0.0664,-0.0141,0.934,-1.0325,-1.1988,0.9625,1000.9375,left_u_turn,14.58,0,8.34
140,980222,-0.0146,0.0192,0.9928,0.4288,-1.015,1.2075,1000.9397,left_u_turn,14.64,0,8.4
141,980282,-0.0127,0.0439,1.0615,0.07,1.8463,1.0237,1000.9109,left_u_turn,14.7,0,8.46
142,980342,-0.0505,0.0996,0.9493,0.8575,2.0563,0.8575,1000.9106,left_u_turn,14.76,0,8.52
143,980402,0.0443,0.0224,0.9386,-0.1225,-1.4175,0.6125,1000.9077,left_u_turn,14.82,0,8.58
144,980462,-0.0183,0.1134,0.9662,1.2337,-0.6737,0.6212,1000.9226,left_u_turn,14.88,0,8.64
145,980522,-0.0422,0.0412,1.049,0.5512,0.6913,0.9275,1000.9077,left_u_turn,14.94,0,8.7
146,980582,-0.035,0.1276,1.0331,1.2862,1.3563,0.2188,1000.9229,left_u_turn,15.0,0,8.76
147,980642,-0.0473,0.0283,0.9767,0.14,0.3063,0.4112,1000.9141,left_u_turn,15.06,0,8.82
148,980702,-0.0017,0.0217,1.0375,0.07,0.2013,0.2975,1000.9097,left_u_turn,15.12,0,8.88
149,980762,-0.0541,0.0018,0.8843,-0.8925,-1.0762,0.5688,1000.9246,left_u_turn,15.18,0,8.94
150,980822,0.0029,0.0632,1.0304,0.8838,-1.6187,0.4025,1000.9331,left_u_turn,15.24,0,9.0
151,980882,0.0312,0.0224,1.1192,-0.1575,0.4025,0.3325,1000.917,left_u_turn,15.3,0,9.06
152,980942,0.0732,0.1479,1.1661,2.5375,2.905,0.21,1000.925,left_u_turn,15.36,0,9.12
153,981002,0.0254,0.0513,1.1192,-0.175,-0.6125,1.0938,1000.9197,left_u_turn,15.42,0,9.18
154,981062,-0.0359,0.101,0.9276,0.5688,-1.4438,0.6825,1000.9285,left_u_turn,15.48,0,9.24
155,981122,-0.0051,-0.0076,1.0294,-0.7088,-0.28,0.6737,1000.9221,left_u_turn,15.54,0,9.3
156,981182,-0.0728,-0.0175,0.9557,-1.1725,-0.21,1.1638,1000.9231,left_u_turn,15.6,0,9.36
157,981242,0.0178,-0.0061,0.9782,0.8313,-1.05,1.1025,1000.9182,left_u_turn,15.66,0,9.42
158,981302,-0.0554,0.0751,0.9578,1.6187,0.3325,0.7175,1000.9304,left_u_turn,15.72,0,9.48
159,981362,0.031,0.0676,1.0975,1.1812,0.5337,0.7088,1000.918,left_u_turn,15.78,0,9.54
160,981422,0.0445,0.0583,1.0465,0.2713,0.3413,0.455,1000.9346,left_u_turn,15.84,0,9.6
161,981482,0.0252,0.0256,0.9828,1.3038,-2.0125,1.1375,1000.928,left_u_turn,15.9,0,9.66
162,981542,0.0548,0.1311,1.1219,2.2313,0.5688,0.56,1000.9182,left_u_turn,15.96,0,9.72
163,981602,0.0052,0.0539,1.0121,0.9887,-0.0437,0.3325,1000.927,left_u_turn,16.02,0,9.78
164,981662,-0.05,0.0076,1.0031,-0.9887,0.91,-0.035,1000.9275,left_u_turn,16.08,0,9.84
165,971822,-0.0002,0.0335,0.9484,-0.4288,0.91,-0.0875,1000.9736,left_u_turn,6.24,1,0.0
166,971882,0.0115,-0.0667,1.0153,0.9538,-1.9162,0.525,1000.9692,left_u_turn,6.3,1,0.06
167,971942,0.0459,0.0597,0.9902,0.2537,-0.6913,0.665,1000.9731,left_u_turn,6.36,1,0.12
168,972002,0.0663,-0.002,1.0236,-1.4525,-1.2687,1.5137,1000.9829,left_u_turn,6.42,1,0.18
169,972062,0.0422,0.0512,1.038,1.3388,0.2887,2.0475,1000.9758,left_u_turn,6.48,1,0.24
170,972122,0.176,0.0264,1.096,-2.4588,-0.7875,2.4062,1000.9819,left_u_turn,6.54,1,0.3
171,972182,0.0905,-0.0464,1.0371,-0.0437,0.49,3.0625,1000.9963,left_u_turn,6.6,1,0.36
172,972242,0.0469,-0.0249,0.9731,-1.4088,-0.8487,3.9375,1000.9714,left_u_turn,6.66,1,0.42
173,972302,0.0332,-0.0588,1.0693,-2.4325,0.7,5.0138,1000.9856,left_u_turn,6.72,1,0.48
174,972362,0.0447,-0.0508,0.9629,-0.6913,0.1663,5.88,1000.98,left_u_turn,6.78,1,0.54
175,972422,0.0922,-0.0654,1.0219,0.14,-2.9662,7.1838,1000.9814,left_u_turn,6.84,1,0.6
176,972482,0.0637,-0.1158,1.0295,0.98,-0.2625,7.8575,1000.98,left_u_turn,6.9,1,0.66
177,972542,0.0057,-0.0644,0.9338,2.3537,0.035,8.05,1000.9807,left_u_turn,6.96,1,0.72
178,972602,0.1028,-0.0419,1.0273,1.5488,0.07,9.31,1000.9824,left_u_turn,7.02,1,0.78
