label,duration,num_samples,accel_mag_mean,accel_mag_max,accel_mag_min,accel_mag_range,dps_mag_mean,dps_mag_max,dps_mag_min,dps_mag_range,a_x_mean,a_x_std,a_x_min,a_x_max,a_x_range,a_x_abs_max,a_x_delta,a_x_max_neighbor_diff,a_x_min_neighbor_diff,a_x_avg_neighbor_diff,a_x_max_gradient,a_x_min_gradient,a_x_num_peaks,a_x_zero_crossings,a_y_mean,a_y_std,a_y_min,a_y_max,a_y_range,a_y_abs_max,a_y_delta,a_y_max_neighbor_diff,a_y_min_neighbor_diff,a_y_avg_neighbor_diff,a_y_max_gradient,a_y_min_gradient,a_y_num_peaks,a_y_zero_crossings,a_z_mean,a_z_std,a_z_min,a_z_max,a_z_range,a_z_abs_max,a_z_delta,a_z_max_neighbor_diff,a_z_min_neighbor_diff,a_z_avg_neighbor_diff,a_z_max_gradient,a_z_min_gradient,a_z_num_peaks,a_z_zero_crossings,dps_x_mean,dps_x_std,dps_x_min,dps_x_max,dps_x_range,dps_x_abs_max,dps_x_delta,dps_x_max_neighbor_diff,dps_x_min_neighbor_diff,dps_x_avg_neighbor_diff,dps_x_max_gradient,dps_x_min_gradient,dps_x_num_peaks,dps_x_zero_crossings,dps_y_mean,dps_y_std,dps_y_min,dps_y_max,dps_y_range,dps_y_abs_max,dps_y_delta,dps_y_max_neighbor_diff,dps_y_min_neighbor_diff,dps_y_avg_neighbor_diff,dps_y_max_gradient,dps_y_min_gradient,dps_y_num_peaks,dps_y_zero_crossings,dps_z_mean,dps_z_std,dps_z_min,dps_z_max,dps_z_range,dps_z_abs_max,dps_z_delta,dps_z_max_neighbor_diff,dps_z_min_neighbor_diff,dps_z_avg_neighbor_diff,dps_z_max_gradient,dps_z_min_gradient,dps_z_num_peaks,dps_z_zero_crossings
weave,2.3400000000000034,40,1.0132267852754215,1.0931034077341448,0.9205186201267196,0.1725847876074251,24.120507807408263,25.492311740601323,22.373527472662865,3.1187842679384588,0.0311,0.0363525402068023,-0.0281,0.0986,0.1266999999999999,0.0986,-0.0733999999999999,0.0818,-0.0738,-0.0018820512820512,0.1161666666666622,-0.2581666666666568,0,0,0.1735975,0.0315252482248915,0.0974,0.233,0.1356,0.233,-0.0766,0.0673,-0.1238,-0.0019641025641025,0.2843333333333568,-0.2036111111111031,1,0,0.99665,0.03818239626602,0.9094,1.0804,0.171,1.0804,0.0724,0.1354,-0.1137,0.0018564102564102,0.2203333333333628,-0.2948333333333224,1,0,0.1380275,0.8166769966863685,-1.4875,2.5725,4.06,2.5725,0.8574999999999999,2.5111999999999997,-2.0474,0.0219871794871794,6.547833333333086,-6.67933333333437,1,0,-0.6835899999999999,1.0495344293347286,-3.885,1.6275,5.512499999999999,3.885,1.1725,3.4124999999999996,-2.3975,0.0300641025641025,9.10000000000253,-6.766833333333079,1,0,-24.075192500000004,0.7892257944072106,-25.4538,-22.3388,3.115000000000002,25.4538,-1.4524000000000008,1.0148999999999972,-1.0326000000000022,-0.0372410256410256,2.46449999999993,-3.70400000000032,0,0
weave,2.3400000000000034,40,1.0090823761285743,1.0931034077341448,0.9205186201267196,0.1725847876074251,20.041757212300716,25.492311740601323,10.704414495431312,14.787897245170011,0.0030724999999999,0.0246932149665574,-0.0609,0.0537,0.1146,0.0609,0.0319,0.0818,-0.0691,0.0008179487179487,0.1758333333333266,-0.1616666666666605,0,2,0.13684,0.0558765984685025,0.0009,0.2255,0.2246,0.2255,0.0256,0.1684999999999999,-0.0886,0.0006564102564102,0.4674999999999822,-0.297333333333322,0,0,0.99792,0.0437071384183173,0.9094,1.0804,0.171,1.0804,0.0294999999999998,0.1354,-0.1632,0.0007564102564102,0.3679999999999861,-0.2948333333333224,1,0,0.3670625,1.3260463782521488,-2.0387,3.6225,5.6612,3.6225,1.8025,3.1763000000000003,-2.6599,0.0462179487179487,12.789666666667005,-6.67933333333437,1,2,-0.6512225,1.227996025736386,-3.885,2.0038,5.8888,3.885,0.7263000000000001,4.0076,-2.6426,0.0186230769230769,9.10000000000253,-9.347999999999644,1,2,-19.9279175,5.460947373425872,-25.4538,-10.4388,15.015,25.4538,9.45,1.4263000000000012,-1.33,0.2423076923076923,17.63116666666602,-13.839666666666162,0,0
weave,2.339999999999989,40,1.0126697593653904,1.0849635846423602,0.923094718866921,0.1618688657754392,19.63860442617231,31.176113331202785,10.704414495431312,20.471698835771473,0.0274725,0.0414155550333198,-0.0609,0.1144,0.1753,0.1144,0.1139,0.0518,-0.0739,0.0029205128205128,0.25949999999999,-0.1803333333333266,1,1,0.15804,0.075306058597821,0.0009,0.2716,0.2707,0.2716,0.0905,0.1684999999999999,-0.0886,0.0023205128205128,0.467499999999982,-0.2973333333333221,0,0,0.9962950000000002,0.0417563871975877,0.8896,1.0663,0.1767,1.0663,0.0827999999999999,0.1104,-0.1418000000000001,0.0021230769230769,0.3679999999999861,-0.3089999999999868,1,0,0.4289725000000001,1.2964447960574177,-2.0387,3.6225,5.6612,3.6225,0.2538,3.1763000000000003,-2.6599,0.0065076923076923,12.789666666667005,-8.166666666668167,1,1,-0.693655,1.1974490942448002,-3.3425,2.2575,5.6,3.3425,-0.9013,4.0076,-3.6312,-0.0231102564102564,9.916833333332956,-9.347999999999644,1,3,-19.5245375,5.99413809337121,-31.1588,-10.4388,20.72,31.1588,-8.3825,1.4263000000000012,-1.5313000000000017,-0.2149358974358974,17.63116666666602,-17.558166666668384,1,0
weave,2.3400000000000034,40,1.010971205511844,1.155464291962326,0.9161086070985252,0.239355684863801,20.14625189397796,31.982583775236172,1.094358232024596,30.888225543211576,0.0257699999999999,0.0367680756175161,-0.0532,0.1254,0.1786,0.1254,-0.0915,0.0718999999999999,-0.1154,-0.0023461538461538,0.1628333333333272,-0.2626666666667206,0,1,0.1099225,0.1337960684859898,-0.1298,0.2859,0.4156999999999999,0.2859,-0.3594,0.0774,-0.0741,-0.0092153846153846,0.1048333333333291,-0.4206666666667157,0,1,0.9953325,0.0515620581410749,0.8966,1.1219,0.2252999999999999,1.1219,-0.0014,0.1860999999999999,-0.1549999999999999,-3.589743589743764e-05,0.3063333333333222,-0.2439999999999909,1,0,-0.8973099999999998,0.9586807839622434,-2.8263,0.945,3.7713,2.8263,-1.2249,2.7388,-3.3599,-0.0314076923076922,6.9998333333330685,-6.883333333333072,1,0,-0.0715325,1.2141694036301272,-2.6775,4.0775,6.755,4.0775,1.4963,4.375,-5.529999999999999,0.0383666666666667,5.410166666667293,-9.274999999999649,1,2,-18.329724999999996,13.99122732615618,-31.9287,9.3975,41.3262,31.9287,40.0838,2.432500000000001,-0.629999999999999,1.0277897435897434,34.35816666666538,-1.7059999999999036,0,1
weave,2.3400000000000034,40,1.002459708630934,1.1221975806425537,0.9161086070985252,0.2060889735440283,13.4178549201375,23.73669706382925,1.094358232024596,22.642338831804658,0.0119525,0.0245989262586179,-0.0532,0.0666,0.1198,0.0666,-0.0185,0.0779,-0.0815,-0.0004743589743589,0.1743333333333267,-0.2119444444444364,1,1,-0.0656275,0.089252482512339,-0.1886,0.1562,0.3448,0.1886,-0.2821,0.0960999999999999,-0.0972999999999999,-0.0072333333333333,0.2494999999999904,-0.4206666666667157,0,1,0.996075,0.0492715070832668,0.9126,1.1084,0.1958,1.1084,-0.0350999999999999,0.1666,-0.1878,-0.0008999999999999,0.1783333333333256,-0.1851666666666602,0,0,-0.3745075,1.0367192393432076,-2.8263,1.4262,4.2524999999999995,2.8263,2.5375,2.7388,-3.2901,0.0650641025641026,10.237499999999612,-6.883333333333072,1,0,0.1537874999999999,1.1349796189715342,-2.0475,4.0775,6.125,4.0775,-0.8925,4.375,-5.529999999999999,-0.0228846153846154,9.588472222221858,-9.274999999999649,1,1,5.0614325,13.878868546590246,-23.6075,18.5588,42.16630000000001,23.6075,42.0963,2.432500000000001,-0.3500000000000014,1.0793923076923078,34.358166666665355,-0.3354999999999677,0,1
weave,2.3400000000000034,40,0.993797326411768,1.1221975806425537,0.9180915259384546,0.2041060547040989,17.083397839256197,18.781197143153573,10.510335788165856,8.270861354987717,0.0050699999999999,0.0355876757693821,-0.131,0.0666,0.1976,0.131,-0.0196,0.093,-0.1359,-0.0005025641025641,0.2936666666666555,-0.3293333333333208,1,1,-0.1204075,0.035169606542567,-0.1886,-0.0444,0.1442,0.1886,0.0078,0.0960999999999999,-0.1085,0.0001999999999999,0.3588888888888751,-0.2856666666666561,1,0,0.9852,0.0497663360629271,0.9004,1.1084,0.208,1.1084,0.0062999999999999,0.1666,-0.1878,0.0001615384615384,0.3872222222222093,-0.2079999999999913,1,0,0.342345,0.7624117754592818,-1.0237,1.7325,2.7562,1.7325,1.0763,2.5638,-1.9862,0.0275974358974359,6.420416666666424,-5.0313333333331425,0,0,-0.1308075,1.019991144603968,-2.6075,1.9863,4.5938,2.6075,-0.0613,3.0363,-4.5938,-0.0015717948717948,6.679333333334163,-7.043666666667327,1,0,17.0320975,1.923549834255766,10.5087,18.7337,8.225,18.7337,4.891300000000001,1.6713000000000005,-0.7173999999999978,0.1254179487179487,15.07933333333277,-4.622999999999848,1,0
weave,2.339999999999989,40,0.9951028068658712,1.0866920953057493,0.9193408617047324,0.1673512336010169,13.024354081307838,18.781197143153573,1.708741004365495,17.072456138788077,0.0066325,0.0382762856723558,-0.131,0.08,0.211,0.131,0.056,0.093,-0.1359,0.0014358974358974,0.3019999999999885,-0.2440000000000237,1,1,-0.0575125,0.0841511496866783,-0.1715,0.1078,0.2793,0.1715,0.2429,0.1141,-0.1085,0.0062282051282051,0.3406666666666538,-0.2595000000000106,0,1,0.9891525,0.0459013098941631,0.9004,1.0841,0.1837,1.0841,0.0263000000000001,0.1198000000000001,-0.1313999999999999,0.0006743589743589,0.3193333333333203,-0.3303333333333196,1,0,0.9299174999999998,0.9108062426977428,-0.9625,2.8525,3.815,2.8525,1.5312,2.7387,-2.2225,0.0392615384615384,7.947833333333032,-5.0313333333331425,0,0,-0.2688425,1.0671665683283431,-2.6075,1.9863,4.5938,2.6075,-1.3038,3.4824,-4.5938,-0.0334307692307692,6.358333333333315,-8.154722222223844,1,0,12.2751525,6.950591260700555,-4.4975,18.7337,23.2312,18.7337,-23.2312,0.4636999999999993,-1.7412,-0.5956717948717949,-0.0327499999999929,-23.668833333332444,0,1
weave,2.3400000000000034,40,1.0071625534368365,1.082145618666915,0.8959125013080239,0.186233117358891,16.172080369741057,20.787206357036048,5.8073937304095375,14.979812626626511,0.029345,0.0299047200630817,-0.0346,0.1001,0.1347,0.1001,-0.0176999999999999,0.0993,-0.0853,-0.0004538461538461,0.1758333333333133,-0.2243333333333248,1,0,0.16863,0.0561901177551118,0.0283,0.2675,0.2392,0.2675,0.0037,0.1336,-0.1372,9.48717948717958e-05,0.4160000000000412,-0.3949999999999849,1,0,0.9905550000000002,0.0427095734779295,0.8885,1.0675,0.1789999999999999,1.0675,-0.1386999999999999,0.0974,-0.1320999999999998,-0.0035564102564102,0.2653333333333236,-0.3179999999999863,1,0,0.2016899999999999,0.9437005453980704,-1.1463,3.7275,4.8738,3.7275,-3.36,2.2576,-4.0862,-0.0861538461538461,5.337500000000293,-7.178583333333061,0,0,-0.2145874999999999,1.2111646590691971,-2.2225,2.2225,4.445,2.2225,-2.5463,2.7912999999999997,-3.2112,-0.0652897435897436,9.97500000000126,-8.516666666666344,1,1,-16.0776975,4.252321304977179,-20.6938,-5.0487,15.6451,20.6938,-8.1813,1.4612999999999978,-1.8025,-0.209776923076923,13.3438333333345,-21.04366666666587,0,0
weave,2.3400000000000034,40,0.9970955871839192,1.0720255733889932,0.8687288299578875,0.2032967434311057,13.079418569384558,20.787206357036048,1.2551005457731266,19.532105811262923,0.0214325,0.0250080642121901,-0.0224,0.0768,0.0992,0.0768,0.0049,0.0688,-0.0853,0.000125641025641,0.1758333333333133,-0.1731666666666864,1,0,0.113725,0.0782312376129991,-0.0444,0.2369,0.2813,0.2369,-0.2246,0.1336,-0.1372,-0.0057589743589743,0.1513333333333277,-0.3949999999999849,0,0,0.9870774999999998,0.0436801749755817,0.8597,1.0675,0.2077999999999998,1.0675,-0.0465999999999999,0.1172,-0.1320999999999998,-0.0011948717948717,0.3625000000000131,-0.3801666666666534,1,0,-0.3239625,0.8149974446042997,-1.925,1.155,3.08,1.925,-0.9888,1.6013000000000002,-2.0037000000000003,-0.0253538461538461,5.220833333333136,-6.781166666667418,1,0,-0.194465,1.1144817184659743,-2.0475,2.2225,4.27,2.2225,1.4086999999999998,2.7912999999999997,-3.2112,0.0361205128205128,9.97500000000126,-8.516666666666344,1,1,-12.932725,6.19818232266525,-20.6938,0.1663,20.8601,20.6938,19.4513,1.4612999999999978,-0.822499999999998,0.498751282051282,17.179166666668014,-4.666805555555343,0,0
weave,2.3400000000000034,40,0.9900042448886516,1.1141201595878245,0.8663071626161244,0.2478129969717001,8.51178034845452,13.755420683861326,1.2551005457731266,12.5003201380882,0.017185,0.0240344683042223,-0.0281,0.0691,0.0972,0.0691,-0.0608,0.0754,-0.0764,-0.0015589743589743,0.0999999999999962,-0.1346666666666615,1,0,-0.0153649999999999,0.0915598432580347,-0.1505,0.1529,0.3034,0.1529,-0.2394,0.0554,-0.0986,-0.0061384615384615,0.1303333333333283,-0.3314999999999874,0,1,0.98527,0.0518110680186267,0.8597,1.1098,0.2500999999999999,1.1098,-0.1015,0.1299999999999999,-0.2008999999999998,-0.0026025641025641,0.3625000000000131,-0.3801666666666516,1,0,-0.3572075,0.8801860261964731,-1.925,1.4875,3.4125,1.925,0.9275,1.8376,-1.7413,0.0237820512820512,7.23333333333324,-5.699444444444229,1,0,-0.1419625,0.9435683421194248,-3.0625,1.4088,4.4713,3.0625,-0.7436999999999999,3.9025,-3.2025,-0.0190692307692307,6.795999999999744,-4.593666666667821,1,0,0.5654649999999999,9.247180709776163,-12.425,13.6587,26.0837,13.6587,26.0837,2.5376,-0.209999999999999,0.6688128205128205,20.60616666666588,2.1998611111110176,0,1
weave,2.339999999999989,40,0.9986566119661138,1.1141201595878245,0.8663071626161244,0.2478129969717001,12.605998483383,17.19928632240303,1.276238935309529,15.9230473870935,0.0281825,0.0371874247251985,-0.05,0.1454,0.1954,0.1454,0.0545,0.1476,-0.1147,0.0013974358974358,0.1966666666666873,-0.2393333333333425,0,0,-0.112535,0.0353674959423305,-0.1625,-0.0131,0.1494,0.1625,-0.0850999999999999,0.0729,-0.0661,-0.0021820512820512,0.1303333333333283,-0.3058333333333217,0,0,0.9906299999999998,0.0546268141164466,0.8597,1.1098,0.2500999999999999,1.1098,-0.0131,0.1821,-0.2008999999999998,-0.0003358974358974,0.297499999999987,-0.3380000000000525,0,0,0.351755,0.8667926395478672,-1.5575,1.9425,3.5,1.9425,1.5313,1.8376,-1.7413,0.0392641025641025,7.233333333333241,-6.295138888890142,1,0,-0.2064925,1.0597026669070906,-3.0625,2.0038,5.0663,3.0625,0.875,3.9025,-3.2025,0.0224358974358974,6.795999999999744,-5.83333333333281,1,1,12.508785,4.449730005669892,0.8487,17.185,16.336299999999998,17.185,15.8113,2.5376,-0.5600000000000023,0.4054179487179487,18.27283333333264,-2.2480555555560233,0,0
weave,2.3400000000000034,40,0.991498704984344,1.1563230214779951,0.8625826221296138,0.2937403993483813,7.997911026452494,16.620286621475575,1.037766023725965,15.58252059774961,0.0552825,0.0230672138014997,0.018,0.1144,0.0964,0.1144,0.0203999999999999,0.0723,-0.0876,0.0005230769230769,0.2039444444444367,-0.2483333333333239,1,0,-0.0089425,0.0800802222373898,-0.1793,0.1112,0.2905,0.1793,0.2493,0.1176,-0.0877999999999999,0.0063923076923076,0.4801666666666485,-0.2370000000000287,0,1,0.9864475,0.0563069836152333,0.8435,1.1492,0.3056999999999999,1.1492,0.1275999999999999,0.2088999999999999,-0.1959999999999999,0.0032717948717948,0.49749999999998,-0.2971666666666532,1,0,0.8712724999999999,0.5609475833584107,-0.3325,2.345,2.6775,2.345,1.0325,1.4087,-2.1175,0.0264743589743589,4.637666666666491,-4.287499999999837,1,0,0.29618,0.7515530478231778,-1.5225,2.0213,3.5438,2.0213,-0.1138,1.6363,-2.555,-0.0029179487179487,5.075166666666474,-5.14069444444425,1,0,5.075442499999999,7.887880894517624,-8.4087,16.5987,25.0074,16.5987,-25.0074,-0.0962999999999993,-1.3387000000000002,-0.6412153846153845,-1.886111111111035,-15.64783333333473,0,1
weave,2.3400000000000034,40,1.0064866136131674,1.0916606111791338,0.9367231020958116,0.1549375090833222,8.283667582167514,14.920553776586177,1.037766023725965,13.882787752860212,0.06531,0.0209349027665798,0.0229,0.1056,0.0827,0.1056,-0.0322,0.0466,-0.0639,-0.000825641025641,0.1161666666666623,-0.1556944444444385,1,0,0.0883549999999999,0.0468975476369391,-0.0323,0.1672,0.1994999999999999,0.1672,0.1256,0.0775,-0.0629999999999999,0.0032205128205128,0.2418333333333241,-0.1096666666666625,0,0,0.9992375,0.0305591875269564,0.934,1.0748,0.1407999999999999,1.0748,-0.0619999999999999,0.0883999999999999,-0.1018,-0.0015897435897435,0.1523333333333489,-0.3415277777777651,1,0,0.6026499999999999,0.6644448803131521,-0.98,2.345,3.325,2.345,-1.3213,1.1987,-2.1175,-0.0338794871794871,3.952166666668038,-4.976541666666478,1,0,0.0468125,0.734191226465715,-1.5225,2.0213,3.5438,2.0213,-1.4088,1.6363,-2.555,-0.0361230769230769,4.92916666666648,-6.903194444444182,1,0,-7.2128325,6.240325938783166,-14.875,4.9088,19.7838,14.875,-19.7838,0.6562999999999999,-1.1201000000000003,-0.5072769230769231,-0.8021666666666505,-12.7750000000009,0,1
weave,2.3400000000000034,40,1.0069783683627862,1.0916606111791338,0.9572343600184856,0.1344262511606481,14.314009415956772,16.675862786974474,8.637366493324224,8.03849629365025,0.059685,0.0258430722750872,0.0085,0.1056,0.0970999999999999,0.1056,-0.0279999999999999,0.0542,-0.0639,-0.0007179487179487,0.1161666666666623,-0.164166666666687,1,0,0.1276775,0.0213608134808602,0.0829,0.1894,0.1065,0.1894,0.0266,0.0550999999999999,-0.0779,0.0006820512820512,0.1909999999999929,-0.1606666666666605,1,0,0.996585,0.0364180115341648,0.9465,1.0748,0.1282999999999999,1.0748,0.0256999999999998,0.1090999999999999,-0.1018,0.0006589743589743,0.194166666666657,-0.3300000000000462,1,0,-0.0008775,0.6968029212189275,-2.1962,1.0237,3.2199,2.1962,-0.5775,1.9774000000000005,-2.1700000000000004,-0.0148076923076923,3.864833333333187,-4.9873333333331455,1,0,-0.3060299999999999,0.569252240606831,-1.3913,0.9712,2.3625,1.3913,-1.645,1.3476,-1.2862,-0.0421794871794871,4.107916666666511,-3.645999999999862,0,0,-14.28415,2.159869754145327,-16.6688,-8.61,8.058800000000002,16.6688,-7.883700000000001,0.6562999999999999,-0.8925000000000001,-0.2021461538461538,0.0873333333334187,-9.537499999999625,0,0
weave,2.339999999999989,40,0.9959970498128342,1.0862061774819731,0.929316662930349,0.1568895145516241,16.489123355951943,17.83628348003025,14.895135445507032,2.941148034523218,0.0305475,0.0286935799796972,-0.019,0.0903,0.1093,0.0903,-0.0362,0.0783,-0.0561,-0.0009282051282051,0.1555000000000221,-0.1874999999999971,0,0,0.1262625,0.023868944392458,0.0712,0.1894,0.1182,0.1894,-0.0095,0.0505,-0.0779,-0.0002435897435897,0.1909999999999929,-0.1736666666666821,1,0,0.9868475,0.0354294820554569,0.9216,1.0712,0.1495999999999999,1.0712,0.0125999999999999,0.1090999999999999,-0.0876,0.0003230769230769,0.2265000000000157,-0.3300000000000462,1,0,-0.1194375,1.1042420843571326,-2.1962,3.15,5.3462,3.15,-1.3037999999999998,2.7825,-2.7038,-0.0334307692307692,10.193500000001563,-11.85616666666622,1,1,-0.4858375,0.9603167954024606,-2.1962,1.8375,4.0337,2.1962,-0.1487,2.0913,-2.4412000000000003,-0.0038128205128205,9.304166666666314,-10.36883333333294,1,0,-16.41937,0.6510692870292843,-17.8062,-14.8925,2.9137000000000004,17.8062,-2.9137000000000004,0.4725000000000001,-0.5599000000000007,-0.0747102564102564,0.5249999999999773,-2.770833333333229,0,0
weave,2.3400000000000034,40,0.9903590255943262,1.0617774672689189,0.9119812114292706,0.1497962558396482,18.910000603122025,20.43590075553314,17.334798996527187,3.101101759005953,0.0309425,0.0235761275119884,-0.0245,0.0859,0.1104,0.0859,-0.0104,0.0681,-0.0471,-0.0002666666666666,0.1416666666666683,-0.1143333333333467,1,0,0.135945,0.0279486429192123,0.0854,0.1993,0.1139,0.1993,-0.0379999999999999,0.0739,-0.0839999999999999,-0.0009743589743589,0.2878333333333225,-0.2199999999999919,1,0,0.97986,0.0414217817096271,0.9054,1.0504,0.145,1.0504,-0.0496999999999999,0.1131999999999999,-0.1202999999999999,-0.0012743589743589,0.4063333333333663,-0.3155000000000072,0,0,-0.1769775,1.0275531408024974,-2.205,2.0825,4.2875,2.205,0.9887,1.8025,-2.1351,0.025351282051282,10.733333333333798,-11.506333333332895,1,1,-0.3454125,0.90833220546272,-1.925,1.1812,3.1062000000000003,1.925,-1.6625,2.8,-1.995,-0.0426282051282051,3.018666666666562,-6.708333333333079,0,0,-18.8571275,1.0508936887819793,-20.37,-17.1938,3.1762000000000015,20.37,-2.0212000000000003,0.7525000000000013,-0.8488000000000007,-0.051825641025641,1.2155555555555384,-4.141666666666509,0,0
weave,2.3400000000000034,40,0.9908603472117792,1.0802820974171514,0.9276227897157336,0.1526593077014179,19.612089074901697,20.43590075553314,18.566778002119808,1.8691227534133328,0.0503775,0.0242172590235844,0.0053,0.1021,0.0968,0.1021,0.0478,0.0681,-0.0776,0.001225641025641,0.1551666666666759,-0.2511111111111015,1,0,0.1396575,0.0247443014677764,0.0754,0.1869,0.1115,0.1869,0.0448999999999999,0.0739,-0.0678,0.001151282051282,0.2834722222222117,-0.1320000000000123,1,0,0.9790875,0.0411311921532639,0.9138,1.0728,0.159,1.0728,-0.0818999999999999,0.1131999999999999,-0.1202999999999999,-0.0020999999999999,0.3494999999999884,-0.4063888888888731,1,0,0.1653674999999999,0.8489957477431188,-1.9162,2.0825,3.9987,2.0825,-0.42,2.4062,-2.1351,-0.0107692307692307,5.162333333334799,-7.073166666666399,0,0,-0.48432,0.8547361947798084,-1.9512,1.0675,3.0187,1.9512,0.3675,2.8,-1.995,0.0094230769230769,5.877166666666444,-6.708333333333079,0,0,-19.5693675,0.5013778177144995,-20.37,-18.5588,1.8111999999999997,20.37,0.2012,0.875,-0.6474999999999973,0.0051589743589743,2.4499999999999034,-4.141666666666509,0,0
weave,2.3400000000000034,40,0.9982722548179724,1.089614730076645,0.9366072495982508,0.1530074804783942,21.620228440341528,29.2379749491992,18.566778002119808,10.671196947079396,0.0412924999999999,0.0304532713707326,-0.0418,0.1021,0.1439,0.1021,-0.0145,0.1013,-0.0776,-0.0003717948717948,0.1618333333333271,-0.1904999999999928,1,0,0.165955,0.0442722634127995,0.0754,0.2779,0.2024999999999999,0.2779,0.1136,0.1467999999999999,-0.0942,0.0029128205128205,0.5668055555555341,-0.1320000000000123,0,0,0.982055,0.0393977023279016,0.9094,1.0728,0.1634,1.0728,0.0524999999999999,0.1120999999999999,-0.1080999999999999,0.0013461538461538,0.3494999999999884,-0.3084999999999889,1,0,0.4731574999999999,0.9139113893778846,-1.9162,2.205,4.1212,2.205,0.7262,2.4062,-1.6887,0.0186205128205128,8.298166666666352,-8.662666666666338,0,0,-0.26797,0.9184611419833356,-1.9512,1.8463,3.7975,1.9512,0.0176,2.2487,-2.5025,0.000451282051282,4.9584999999998125,-7.3648333333330545,1,0,-21.576614999999997,3.123860081205417,-29.2075,-18.5588,10.648699999999998,29.2075,-10.114999999999998,0.6387,-1.2513000000000003,-0.2593589743589743,2.0271666666665453,-11.47716666666767,0,0
weave,2.339999999999989,40,1.0105571155414657,1.101398978572252,0.9264105839205422,0.1749883946517098,28.66711243816052,35.509669561684184,19.199194490134214,16.31047507154997,0.0334875,0.0278124412992754,-0.0418,0.092,0.1338,0.092,0.0020999999999999,0.1013,-0.0693999999999999,5.384615384615468e-05,0.1671666666666684,-0.2069999999999921,1,0,0.2212425,0.0477861415781089,0.116,0.3079,0.1919,0.3079,0.0581,0.1467999999999999,-0.0995,0.0014897435897435,0.2503333333333237,-0.1329999999999951,1,0,0.983925,0.0434231815083567,0.8881,1.0731,0.1849999999999999,1.0731,-0.0867,0.1468999999999999,-0.0910999999999999,-0.0022230769230769,0.3134999999999888,-0.3255000000000088,1,0,0.4186875,0.9164747261577362,-1.855,2.205,4.0600000000000005,2.205,0.4461999999999999,1.6887,-1.82,0.0114410256410256,8.298166666666352,-8.662666666666336,1,0,-0.7605925,0.9593406516142968,-2.3012,1.8463,4.1475,2.3012,-3.2113,1.6974999999999998,-2.5025,-0.0823410256410256,5.774833333333116,-7.3648333333330545,1,0,-28.623435,5.456554058901823,-35.4375,-19.0837,16.3538,35.4375,-16.0563,0.3937999999999988,-1.2513000000000003,-0.4117,-1.1420833333335785,-11.4771666666677,0,0
weave,2.3400000000000034,40,1.010165796856566,1.130004862821395,0.900720705879464,0.229284156941931,17.489368820415386,35.43403472567018,1.8380312347726848,33.596003490897495,0.006205,0.0265117579140333,-0.0487,0.0539,0.1026,0.0539,-0.0008,0.0766,-0.0759,-2.051282051281968e-05,0.1661666666666962,-0.2876666666666918,0,0,0.026485,0.1462691978195314,-0.1942,0.2918,0.486,0.2918,-0.4663,0.0907999999999999,-0.0985,-0.0119564102564102,0.0570833333333313,-0.4538333333333161,0,1,0.9992,0.051486602688566,0.8935,1.0917,0.1981999999999999,1.0917,-0.0817000000000001,0.1434999999999999,-0.1524999999999999,-0.0020948717948717,0.4173333333333175,-0.5131666666667147,1,0,-0.35962,0.8776387447329398,-2.1525,1.3125,3.465,2.1525,-0.6386999999999999,1.4962999999999995,-1.2862,-0.016376923076923,7.102166666666397,-5.6145416666664545,0,0,-0.8069624999999998,0.8292719110182415,-2.8525,0.6388,3.4913,2.8525,-0.98,3.4475,-2.3887,-0.0251282051282051,6.183333333333097,-6.372666666666425,1,0,-9.0269425,18.53834052400713,-35.315,16.7825,52.0975,35.315,51.8,3.0363,-0.2974999999999994,1.328205128205128,35.62699999999865,2.66166666666658,0,1
weave,2.3400000000000034,40,1.0134352361909096,1.1595556519632857,0.900720705879464,0.2588349460838215,14.35611028067004,20.507467911226875,1.8380312347726848,18.66943667645419,0.0108399999999999,0.0216814087913928,-0.0487,0.0631,0.1118,0.0631,0.006,0.0633,-0.0695,0.0001538461538461,0.1710000000000269,-0.2083333333333255,1,0,-0.1230824999999999,0.0443690287423385,-0.2167,-0.0391,0.1776,0.2167,-0.0018999999999999,0.103,-0.0985,-4.871794871794833e-05,0.3399166666666537,-0.1894999999999929,0,0,1.0046125,0.0524174182612944,0.8935,1.1503,0.2568000000000001,1.1503,-0.0161,0.2383,-0.1524999999999999,-0.0004128205128205,0.4173333333333175,-0.5748611111110917,1,0,0.516035,1.0513006734151162,-1.5925,2.5375,4.13,2.5375,2.6512,2.7213000000000003,-1.5750000000000002,0.0679794871794871,7.656166666666376,-6.270833333333096,0,0,-0.4757725,0.7491790162939217,-2.3363,1.0588,3.3951,2.3363,1.4612,1.8725,-1.0062,0.0374666666666666,5.383611111110906,-8.210333333334054,1,0,13.378742499999998,7.947372534975688,-7.3325,20.5012,27.8337,20.5012,26.8975,3.0363,-0.5075000000000003,0.6896794871794872,34.21233333333606,-1.88474999999994,0,1
