label,duration,num_samples,accel_mag_mean,accel_mag_max,accel_mag_min,accel_mag_range,dps_mag_mean,dps_mag_max,dps_mag_min,dps_mag_range,a_x_mean,a_x_std,a_x_min,a_x_max,a_x_range,a_x_abs_max,a_x_delta,a_x_max_neighbor_diff,a_x_min_neighbor_diff,a_x_avg_neighbor_diff,a_x_max_gradient,a_x_min_gradient,a_x_num_peaks,a_x_zero_crossings,a_y_mean,a_y_std,a_y_min,a_y_max,a_y_range,a_y_abs_max,a_y_delta,a_y_max_neighbor_diff,a_y_min_neighbor_diff,a_y_avg_neighbor_diff,a_y_max_gradient,a_y_min_gradient,a_y_num_peaks,a_y_zero_crossings,a_z_mean,a_z_std,a_z_min,a_z_max,a_z_range,a_z_abs_max,a_z_delta,a_z_max_neighbor_diff,a_z_min_neighbor_diff,a_z_avg_neighbor_diff,a_z_max_gradient,a_z_min_gradient,a_z_num_peaks,a_z_zero_crossings,dps_x_mean,dps_x_std,dps_x_min,dps_x_max,dps_x_range,dps_x_abs_max,dps_x_delta,dps_x_max_neighbor_diff,dps_x_min_neighbor_diff,dps_x_avg_neighbor_diff,dps_x_max_gradient,dps_x_min_gradient,dps_x_num_peaks,dps_x_zero_crossings,dps_y_mean,dps_y_std,dps_y_min,dps_y_max,dps_y_range,dps_y_abs_max,dps_y_delta,dps_y_max_neighbor_diff,dps_y_min_neighbor_diff,dps_y_avg_neighbor_diff,dps_y_max_gradient,dps_y_min_gradient,dps_y_num_peaks,dps_y_zero_crossings,dps_z_mean,dps_z_std,dps_z_min,dps_z_max,dps_z_range,dps_z_abs_max,dps_z_delta,dps_z_max_neighbor_diff,dps_z_min_neighbor_diff,dps_z_avg_neighbor_diff,dps_z_max_gradient,dps_z_min_gradient,dps_z_num_peaks,dps_z_zero_crossings
right_turn,8.22,138,1.0073786297993474,1.2227204790956927,0.8388994337821429,0.3838210453135497,10.471592479751347,27.7513571459127,0.1203398936346546,27.63101725227805,0.0135615942028985,0.0512278755128177,-0.1167,0.1606,0.2773,0.1606,0.0912999999999999,0.1212999999999999,-0.1139,0.0006664233576642,0.2671666666666666,-0.3135,1,2,0.0926239130434782,0.0983874729091678,-0.092,0.2946,0.3865999999999999,0.2946,0.0325,0.1508,-0.1307,0.0002372262773722,0.3961666666666662,-0.3888333333333333,1,7,0.9969528985507246,0.0641693223109271,0.8367,1.1849,0.3482,1.1849,0.0708999999999999,0.2619,-0.2288000000000001,0.0005175182481751,0.5343333333333362,-0.4745000000000008,2,0,0.2290224637681159,1.212065801014139,-2.73,3.0363,5.7663,3.0363,0.4286999999999998,5.0487,-3.8588,0.0031291970802919,14.423000000000073,-13.95633333333332,2,3,-0.2695362318840579,1.5434062228087186,-4.0075,3.64,7.647500000000001,4.0075,4.27,5.0837,-5.0663,0.0311678832116788,12.9645,-13.635500000000023,2,12,-9.81686304347826,9.708116332097044,-27.685,0.805,28.49,27.685,0.5511999999999999,1.9861999999999969,-2.0562000000000005,0.0040233576642335,19.92066666666659,-14.524833333333376,0,0
right_turn,7.32,123,0.993269388656608,1.1369933245186623,0.8699052879480617,0.2670880365706006,13.054354208622968,29.41683798337272,0.3067082326902882,29.110129750682432,0.0293292682926829,0.0436590229378354,-0.1196,0.1352,0.2547999999999999,0.1352,-0.1124,0.1493,-0.1298,-0.0009213114754098,0.2153333333333331,-0.2576666666666665,1,1,0.1059983739837398,0.1012449326671563,-0.1089,0.3187,0.4276,0.3187,-0.0208,0.1471999999999999,-0.1373,-0.0001704918032786,0.3889999999999998,-0.4123333333333314,1,2,0.9811260162601626,0.0508286092110299,0.8691,1.1297,0.2605999999999999,1.1297,-0.0907999999999999,0.2498999999999999,-0.2107000000000001,-0.0007442622950819,0.4793333333333329,-0.3996666666666613,2,0,0.1108357723577235,1.1523703323897856,-4.4363,2.485,6.9213000000000005,4.4363,1.0588,3.6137,-5.6175,0.0086786885245901,12.454166666666692,-17.07716666666665,2,1,0.0803878048780487,1.1120193077980407,-3.01,3.0275,6.0375,3.0275,0.0873999999999999,4.3575,-5.635,0.0007163934426229,14.350166666666675,-8.4581666666667,2,6,-12.671136585365854,10.607066765753798,-29.365,1.0588,30.4238,29.365,0.7175,1.8725000000000025,-1.4176000000000002,0.0058811475409836,20.82499999999996,-15.195833333333312,0,0
right_turn,9.12,153,1.009595934843461,1.1604441304948725,0.8666968904986333,0.293747239996239,10.82134293839746,25.970219397802556,0.3273950213427198,25.642824376459835,0.0266039215686274,0.0390790677620603,-0.0428,0.1305,0.1733,0.1305,-0.0657,0.0829999999999999,-0.0786,-0.0004322368421052,0.283833333333331,-0.2303333333333332,1,0,0.1144535947712418,0.090849660389644,-0.0537,0.294,0.3477,0.294,0.0635,0.107,-0.1263999999999999,0.0004177631578947,0.4093333333333332,-0.3191666666666672,1,2,0.997918300653595,0.0517866275640888,0.8479,1.1369,0.289,1.1369,0.1471000000000001,0.1672,-0.1560000000000001,0.0009677631578947,0.4643333333333324,-0.3961666666666659,2,0,0.3994124183006536,0.908329169794758,-1.715,3.22,4.9350000000000005,3.22,3.045,3.4124000000000003,-2.7563,0.0200328947368421,12.8625,-10.864499999999998,2,0,-0.2541529411764706,1.1324923003141778,-3.8937,2.73,6.6236999999999995,3.8937,-1.0587,3.85,-3.7012,-0.0069651315789473,9.595833333333276,-9.741499999999991,2,1,-10.312131372549018,10.022484818721816,-25.9263,1.12,27.0463,25.9263,0.6475000000000002,1.3125,-1.671199999999999,0.0042598684210526,18.871000000000024,-16.304333333333318,0,0
right_turn,9.18,154,1.0072262435525947,1.2440684145174654,0.7731148750347518,0.4709535394827135,12.063527917227995,25.66201044228609,0.5309170745041074,25.13109336778198,0.0263090909090909,0.0465709106711129,-0.1247,0.125,0.2497,0.125,0.0344,0.2067,-0.1464,0.0002248366013071,0.3323333333333306,-0.5338333333333348,2,6,0.1148824675324675,0.0930852853258681,-0.1176,0.2653,0.3828999999999999,0.2653,-0.1553999999999999,0.1337,-0.1266,-0.0010156862745098,0.3958333333333332,-0.4756666666666658,1,5,0.994929220779221,0.0666251811365669,0.7716,1.237,0.4654000000000001,1.237,0.0147999999999999,0.2762,-0.3319000000000001,9.673202614379036e-05,0.6088333333333331,-0.7254999999999967,3,0,0.3535798701298701,1.079394480965996,-2.695,2.94,5.635,2.94,-0.0525000000000001,4.6638,-3.8762,-0.0003431372549019,10.164666666666731,-10.966833333333303,2,6,-0.4137506493506493,1.5169904436236004,-4.3925,4.025,8.4175,4.3925,4.3225,5.4075,-5.6875,0.0282516339869281,22.02066666666667,-18.87083333333334,3,6,-11.4791487012987,9.7335076811355,-25.55,0.9887,26.5387,25.55,-1.2599,1.3388,-1.4087999999999994,-0.0082346405228758,15.050166666666629,-17.15016666666665,0,0
right_turn,8.88,149,0.9981672472362456,1.2026470388272696,0.8141345220539417,0.388512516773328,9.36390003178674,23.074955637877185,0.3730257229736309,22.701929914903555,0.0098704697986577,0.0490629966022114,-0.1247,0.2104,0.3351,0.2104,0.034,0.2067,-0.1464,0.0002297297297297,0.4714999999999995,-0.4266666666666674,1,7,0.0842120805369127,0.0895615384939253,-0.1176,0.296,0.4135999999999999,0.296,0.0447,0.1654999999999999,-0.1384,0.000302027027027,0.4768333333333328,-0.4618333333333427,2,10,0.9893677852348992,0.0678133171451141,0.8027,1.1949,0.3922000000000001,1.1949,-0.1308,0.2762,-0.3419000000000001,-0.0008837837837837,0.3889999999999993,-0.5384999999999991,3,0,0.3345489932885906,1.1879227890107198,-2.4325,3.8238,6.2562999999999995,3.8238,1.0675,3.4124000000000003,-3.7187,0.0072128378378378,10.412500000000144,-11.418833333333342,2,2,-0.2144651006711409,1.453183267349145,-4.13,3.1237,7.2537,4.13,1.4875,5.109999999999999,-5.5912,0.0100506756756756,13.504000000000074,-16.537499999999984,2,8,-8.724334228187919,8.629449838291592,-23.0125,0.525,23.5375,23.0125,-0.0086999999999999,1.4437999999999995,-1.4262000000000006,-5.878378378379081e-05,17.616666666666646,-12.833333333333336,0,0
right_turn,8.1,136,1.0000104476500802,1.1464648315582997,0.8532367549514027,0.2932280766068967,11.600805124992398,24.886133105406312,0.0896657125104128,24.7964673928959,0.0227779411764705,0.0441518485686176,-0.0759,0.1257,0.2016,0.1257,0.0211999999999999,0.1218,-0.1362,0.000157037037037,0.2623333333333323,-0.2586666666666673,1,3,0.0994757352941176,0.0852363924157277,-0.0703,0.2538,0.3241,0.2538,0.0266,0.0903,-0.1084,0.000197037037037,0.4400000000000006,-0.3609999999999999,1,4,0.9902779411764704,0.0571051112600802,0.852,1.132,0.2799999999999999,1.132,0.0544999999999999,0.2296,-0.2339999999999999,0.0004037037037037,0.4643333333333306,-0.4468333333333323,3,0,0.2524661764705882,1.0232449198303433,-3.9113,2.8438,6.7551000000000005,3.9113,-0.9887,5.0399,-3.2287999999999997,-0.0073237037037036,13.256166666666669,-12.89166666666667,2,3,-0.0586779411764705,1.1955475971869265,-2.7037,3.6662,6.3698999999999995,3.6662,-3.4475,3.8062,-6.1337,-0.025537037037037,11.593833333333333,-8.706333333333344,2,8,-11.124466911764706,9.671229551085318,-24.8062,0.7175,25.5237,24.8062,-0.9274,1.8025,-1.1374999999999993,-0.0068696296296296,21.087333333333277,-12.220833333333305,0,0
right_turn,9.6,161,1.008457155432652,1.1128934989476755,0.847083378422691,0.2658101205249845,9.72997111303662,25.461687727642875,0.0560351675289723,25.405652560113904,0.0217211180124223,0.0529289138963028,-0.0953,0.121,0.2163,0.121,-0.0395999999999999,0.0997,-0.142,-0.0002474999999999,0.2353333333333314,-0.2323333333333329,2,3,0.1041950310559006,0.0842712493983284,-0.0636,0.2925,0.3560999999999999,0.2925,0.0632,0.1101999999999999,-0.1086,0.0003949999999999,0.3373333333333329,-0.3014999999999997,1,1,0.9979739130434784,0.051076191275558,0.84,1.1068,0.2668,1.1068,0.1318,0.2420000000000001,-0.1918,0.00082375,0.3985000000000038,-0.403499999999994,2,0,0.3104881987577639,1.0000715103418156,-2.38,3.3512,5.731199999999999,3.3512,3.7974,3.9287,-2.6075,0.0237337499999999,12.381333333333322,-9.581333333333324,2,1,-0.20347950310559,1.024504484563026,-2.7912,2.3275,5.1187000000000005,2.7912,1.12,2.9924999999999997,-2.9313,0.007,9.9313333333334,-10.748000000000005,2,2,-9.307337267080744,9.246207419003074,-25.4275,0.385,25.8125,25.4275,-0.4462,1.3125,-1.4787,-0.0027887499999999,14.991999999999962,-16.625000000000057,0,0
right_turn,8.22,138,1.0181593879796382,1.168162749791312,0.855930032187211,0.3122327176041011,13.232224189237405,24.64329262456622,0.1685602859513474,24.47473233861487,0.0445565217391304,0.0388164705738864,-0.0935,0.1141,0.2076,0.1141,0.0457,0.0784,-0.0967,0.0003335766423357,0.2568333333333333,-0.2750000000000007,2,2,0.13325,0.08232623926509,-0.0864,0.2669,0.3533,0.2669,0.0923,0.1367,-0.1586,0.0006737226277372,0.4470833333333295,-0.3966666666666649,1,4,1.004376086956522,0.0550066506322045,0.855,1.156,0.3009999999999999,1.156,0.0578,0.1703,-0.1832,0.0004218978102189,0.6264999999999983,-0.4734999999999978,2,0,0.3763775362318841,0.9900740800284848,-2.4062,2.73,5.1362000000000005,2.73,1.2951,2.8612,-3.6662,0.0094532846715328,10.310333333333377,-10.062333333333322,2,2,-0.4963391304347826,1.018854171025126,-3.115,1.855,4.970000000000001,3.115,-1.7237,3.5875000000000004,-2.7386999999999997,-0.0125817518248175,9.960499999999977,-9.74166666666658,2,0,-12.864341304347828,8.956091245087071,-24.57,0.875,25.445,24.57,-0.7351000000000001,1.4875000000000007,-1.3125,-0.0053656934306569,15.91033333333332,-16.31866666666665,0,0
right_turn,6.84,115,1.014868602629664,1.145257412113102,0.852187819673574,0.293069592439528,11.252694019413587,24.70432677447414,0.2657087315087707,24.43861804296537,0.0023843478260869,0.0475971501271749,-0.1001,0.1233,0.2234,0.1233,-0.0954,0.1263,-0.1213,-0.0008368421052631,0.2816666666666664,-0.3406666666666667,1,5,0.1015695652173912,0.0858953496013762,-0.1008,0.2963,0.3971,0.2963,0.0046999999999999,0.233,-0.1116,4.122807017544136e-05,0.4196666666666671,-0.4414999999999969,1,2,1.005175652173913,0.0550687968312306,0.8462,1.1351,0.2889,1.1351,-0.1005,0.2847,-0.2489,-0.0008815789473684,0.3375000000000021,-0.4040833333333333,2,0,0.5053695652173913,1.1194113401478312,-3.5612,3.6312,7.1924,3.6312,-1.365,4.4799,-4.6899,-0.0119736842105263,12.83333333333333,-9.231166666666663,2,2,0.0433686956521739,1.421717409083867,-3.5175,4.795,8.3125,4.795,0.3411999999999999,4.55,-4.3662,0.0029929824561403,14.277000000000015,-17.310333333333336,2,5,-10.675608695652173,9.627337129124465,-24.6225,0.6037,25.2262,24.6225,0.5862,1.6713000000000005,-1.715,0.0051421052631578,23.97499999999997,-16.187500000000043,0,0
right_turn,6.3,106,1.0016558158036692,1.1398843844881814,0.851127187910244,0.2887571965779374,13.79653810515584,27.97801246068062,0.533391272894486,27.444621187786133,0.0642103773584905,0.0357444579233927,-0.031,0.1613,0.1923,0.1613,0.0160999999999999,0.0964,-0.11,0.0001533333333333,0.3253333333333338,-0.1593333333333331,1,0,0.1086028301886792,0.0779338247459522,-0.0927,0.2931,0.3858,0.2931,0.1246999999999999,0.1805,-0.1254,0.001187619047619,0.4516666666666673,-0.3181666666666651,1,3,0.9901386792452832,0.0556741310719794,0.8442,1.1231,0.2789,1.1231,0.0265999999999999,0.2789,-0.2234999999999999,0.0002533333333333,0.4131666666666662,-0.3813333333333304,1,0,0.1385990566037736,1.2481776111782812,-3.7713,3.115,6.8863,3.7713,1.9862,4.3225,-4.1738,0.0189161904761904,15.516833333333318,-15.589833333333315,1,2,-0.1404981132075471,1.456930020215772,-5.635,3.4738,9.1088,5.635,-3.5875000000000004,4.637499999999999,-4.1387,-0.0341666666666666,14.34983333333332,-16.070833333333315,1,7,-13.296612264150944,9.90227585933757,-27.93,0.0787,28.0087,27.93,-12.2675,1.5225000000000009,-2.9138,-0.1168333333333333,19.2646666666667,-16.39166666666665,0,0
right_turn,6.78,114,1.0094926172355734,1.1573458039842714,0.8968112621951176,0.2605345417891538,14.549750410819712,29.83804088960936,0.6444675631868527,29.193573326422506,0.0008394736842105,0.0412580989494678,-0.0691,0.1091,0.1782,0.1091,-0.0562,0.0779,-0.0893,-0.0004973451327433,0.2066666666666664,-0.2690000000000003,1,1,0.1083447368421052,0.0738275760793563,-0.0198,0.2618,0.2815999999999999,0.2618,-0.1111,0.1052,-0.1037,-0.0009831858407079,0.2211666666666671,-0.285833333333333,1,0,1.0001666666666666,0.0413204392772499,0.8962,1.1539,0.2576999999999999,1.1539,0.0221,0.2063999999999999,-0.2217999999999999,0.0001955752212389,0.3740000000000041,-0.2674999999999983,2,0,0.3881447368421052,0.8426668544727041,-1.6975,3.29,4.9875,3.29,-0.7349000000000001,2.5987,-2.1875,-0.0065035398230088,11.287500000000051,-10.324999999999989,2,0,-0.2000166666666666,0.9671134926139072,-2.4325,2.0825,4.515000000000001,2.4325,-1.6537000000000002,2.8787,-2.3625,-0.0146345132743363,8.837499999999991,-7.729166666666608,2,1,-14.309243859649122,10.925874659619032,-29.7938,0.0175,29.8113,29.7938,11.8912,1.4875000000000007,-1.4436999999999998,0.1052318584070796,16.814499999999995,-15.458333333333314,0,0
right_turn,7.74,130,1.0091977329587762,1.1940777947855827,0.8437048180495357,0.350372976736047,12.857122805520437,30.70544105496614,0.3238736327643854,30.381567422201755,0.0341961538461538,0.0453972447407732,-0.098,0.1244,0.2224,0.1244,-0.0945,0.1287,-0.1169,-0.0007325581395348,0.3501666666666636,-0.3963333333333358,2,3,0.10507,0.093234578415967,-0.052,0.3246,0.3766,0.3246,-0.0421,0.0877999999999999,-0.1239,-0.0003263565891472,0.3116666666666671,-0.395833333333335,1,2,0.9978823076923078,0.0568154737430638,0.8406,1.1529,0.3123,1.1529,-0.1495,0.2137,-0.2417,-0.0011589147286821,0.4851666666666681,-0.6310000000000029,3,0,0.3981223076923076,1.0600418600967718,-3.99,2.45,6.44,3.99,-0.8224,3.3513,-2.8175,-0.0063751937984496,16.814666666666593,-11.579166666666636,2,2,-0.3850715384615384,1.2190898596608235,-3.5787,2.7562,6.3349,3.5787,-3.5787000000000004,4.9787,-4.1563,-0.0277418604651162,10.762333333333402,-11.739333333333324,2,1,-12.378356153846154,11.473557740658196,-30.5987,0.56,31.1587,30.5987,-0.3849,1.793800000000001,-1.2774,-0.0029837209302325,21.42299999999993,-17.485499999999945,0,0
right_turn,9.3,156,1.0080886736213197,1.1783302168747094,0.8768560315125854,0.301474185362124,9.7895817265399,26.919391709323595,0.3766532755731722,26.542738433750426,0.0138064102564102,0.0445872695262313,-0.089,0.1096,0.1986,0.1096,-0.0809,0.1239,-0.0878,-0.0005219354838709,0.3861666666666664,-0.2255000000000021,2,7,0.0792230769230769,0.0844722346795785,-0.0814,0.286,0.3673999999999999,0.286,0.0487999999999999,0.1728,-0.1722,0.0003148387096774,0.3863333333333334,-0.3449999999999997,1,8,1.000426282051282,0.0570605949701345,0.8731,1.1741,0.3009999999999999,1.1741,0.05,0.1909999999999999,-0.2378,0.0003225806451612,0.6787499999999927,-0.4650000000000025,2,0,0.2759070512820513,1.0476370645324729,-2.415,2.5375,4.952500000000001,2.5375,-0.1838,3.01,-3.4738,-0.0011858064516129,9.318833333333314,-9.056333333333324,2,1,-0.1892474358974358,1.161655465576201,-3.2025,2.8,6.0024999999999995,3.2025,1.5662,4.2525,-4.838699999999999,0.0101045161290322,8.604333333333347,-11.345666666666656,3,7,-9.176509615384616,9.833791872286872,-26.845,0.84,27.685,26.845,0.4025,1.566200000000002,-1.6100999999999992,0.0025967741935483,19.96449999999996,-15.23966666666665,0,0
right_turn,6.24,105,1.0023320874546435,1.122694321710055,0.86806132271862,0.2546329989914346,14.660030118335152,31.0135205394357,0.3695774614340003,30.643943078001698,0.0419485714285714,0.0345617705495028,-0.032,0.1193,0.1513,0.1193,-0.0576999999999999,0.071,-0.0952,-0.0005548076923076,0.1805,-0.3420833333333333,1,0,0.1093561904761904,0.0990590635039069,-0.1349,0.2868,0.4216999999999999,0.2868,-0.0378,0.082,-0.1089,-0.0003634615384615,0.3933333333333332,-0.4030000000000003,1,2,0.9901571428571428,0.0480899594852886,0.8678,1.1017,0.2338999999999998,1.1017,0.0614,0.1601000000000001,-0.1751999999999999,0.0005903846153846,0.3831666666666642,-0.4251666666666658,2,0,0.145587619047619,1.1303360132394291,-2.2487,2.6512,4.8999,2.6512,0.5075000000000001,2.765,-3.045,0.0048798076923076,12.133166666666655,-11.899833333333325,1,1,-0.0215847619047618,1.0096364521622614,-2.4675,2.1525,4.619999999999999,2.4675,-1.435,3.5787000000000004,-3.2724,-0.0137980769230769,11.753999999999998,-8.835,2,2,-14.30332761904762,11.605754086257049,-30.905,1.4438,32.348800000000004,30.905,0.7787999999999999,1.7413000000000023,-1.8550000000000004,0.0074884615384615,22.83750000000001,-22.42916666666666,0,0
right_turn,6.54,110,1.0053114449241245,1.0991035028603997,0.9111109921409136,0.1879925107194857,15.516949461191857,31.625349906206573,0.2972866966414743,31.328063209565094,0.0683581818181818,0.0428536647653365,-0.0268,0.153,0.1798,0.153,-0.0288,0.059,-0.0624,-0.0002642201834862,0.2174999999999997,-0.318333333333334,1,0,0.0904218181818181,0.0722426852674063,-0.0364,0.2463,0.2827,0.2463,-0.0297,0.102,-0.0828,-0.0002724770642201,0.240333333333333,-0.3944999999999998,1,0,0.9954745454545456,0.036984932306027,0.9098,1.0841,0.1743,1.0841,-0.0625,0.1090999999999999,-0.1099000000000001,-0.0005733944954128,0.2609999999999992,-0.3051666666666666,2,0,0.1947318181818182,0.9487018724234624,-2.6512,3.885,6.536199999999999,3.885,-1.0413,2.9575,-2.8175,-0.0095532110091743,10.193833333333288,-11.98749999999994,2,1,-0.3189,0.7646063258814838,-2.345,1.3563,3.7013,2.345,-1.6626,2.6775,-2.03,-0.0152532110091743,5.031166666666662,-7.6443055555555555,2,0,-15.250697272727276,12.05680598302031,-31.6138,1.1025,32.716300000000004,31.6138,1.1375,2.0650000000000013,-1.8374999999999984,0.0104357798165137,26.075000000000017,-21.262499999999932,0,0
right_u_turn,8.22,138,1.017193276261212,1.173679555926574,0.9013386156156852,0.2723409403108888,21.989752696114465,34.51883759181355,0.5869808940672601,33.93185669774629,0.0206442028985507,0.0584899517455725,-0.1032,0.1335,0.2367,0.1335,-0.0533,0.1461,-0.1254,-0.0003890510948905,0.3319444444444445,-0.2801666666666664,2,5,0.1663898550724637,0.0829260749760155,-0.0456,0.3351,0.3807,0.3351,-0.0327,0.1615,-0.1164999999999999,-0.0002386861313868,0.4649999999999994,-0.4133333333333338,1,0,0.9981884057971014,0.0561955151501204,0.8738,1.1424,0.2686,1.1424,0.0536999999999999,0.2287,-0.2211,0.0003919708029197,0.4864999999999995,-0.5016666666666669,2,0,0.1214869565217391,1.231546185781044,-2.9662,4.0075,6.973700000000001,4.0075,-1.2951,3.1063,-3.3338,-0.0094532846715328,14.87483333333336,-16.187333333333317,2,7,-0.1590166666666666,1.2387205714953402,-4.4538,2.8438,7.2976,4.4538,-1.9076,3.8938,-4.2788,-0.0139240875912408,12.250166666666724,-10.89383333333338,2,5,-21.833657246376813,11.4515244540322,-34.3175,0.1138,34.4313,34.3175,0.0,1.9512,-1.4962,5.1864433267160596e-17,21.714499999999987,-17.179166666666646,0,0
right_u_turn,8.82,148,1.0151849239409685,1.1467841688827067,0.8824503045497802,0.2643338643329265,20.492547025877155,36.83114193355943,0.3852357330258967,36.445906200533535,0.0220175675675675,0.0645798948476444,-0.1122,0.2049,0.3171,0.2049,-0.0121999999999999,0.1227,-0.1343,-8.299319727891214e-05,0.2984999999999996,-0.3316666666666675,1,1,0.1664851351351351,0.0954886240792747,-0.0798,0.356,0.4357999999999999,0.356,0.0486999999999999,0.157,-0.1649,0.0003312925170068,0.5048333333333334,-0.5633333333333334,1,2,0.9946972972972972,0.0506016898240945,0.8667,1.1205,0.2538,1.1205,0.1489999999999999,0.2210999999999999,-0.2086000000000001,0.0010136054421768,0.6700000000000003,-0.482499999999999,3,0,0.048252027027027,1.3387265226239509,-5.8275,3.0275,8.855,5.8275,-1.2688,3.745,-6.125,-0.0086312925170068,17.412166666666682,-21.612500000000033,2,5,-0.2652783783783783,1.2524666853440345,-4.5588,2.8612,7.42,4.5588,2.485,3.15,-6.3526,0.0169047619047618,19.060333333333332,-15.852,2,5,-20.266064864864862,12.272148492962224,-36.7062,0.1575,36.8637,36.7062,0.035,2.2399999999999984,-1.8549000000000009,0.0002380952380952,23.493666666666655,-18.229,0,0
right_u_turn,8.82,148,1.0043185650457775,1.193683764654609,0.8555471933213269,0.3381365713332821,20.292078193472456,33.393310894548925,0.7292396313969778,32.664071263151946,0.0163513513513513,0.0687887819980385,-0.1511,0.1399,0.291,0.1511,-0.1157,0.1003999999999999,-0.1266,-0.0007870748299319,0.2361666666666664,-0.2978333333333339,1,1,0.1510013513513513,0.0861981690751197,-0.0581,0.2877,0.3458,0.2877,0.0606,0.1619,-0.1509,0.0004122448979591,0.416333333333333,-0.4706666666666679,1,2,0.98669527027027,0.0574941763799911,0.853,1.1619,0.3088999999999999,1.1619,0.0227999999999999,0.2794,-0.2163,0.0001551020408163,0.7023611111111029,-0.5718333333333332,2,0,0.1241533783783783,1.1611712602225135,-3.9462,3.3338,7.28,3.9462,3.2288,2.6775,-3.8587,0.0219646258503401,22.166666666666643,-15.29766666666668,2,6,-0.2577101351351351,1.3425961193495604,-3.7275,3.745,7.4725,3.745,-1.54,5.0137,-4.1825,-0.0104761904761904,13.373000000000062,-12.42500000000003,3,6,-20.086102702702703,11.979770325850522,-33.3725,0.2188,33.591300000000004,33.3725,0.0438,1.5837000000000003,-1.7761999999999991,0.0002979591836734,19.32283333333332,-20.69399999999996,0,0
right_u_turn,10.68,179,1.008345074962688,1.188887723883126,0.8478457170971615,0.3410420067859644,17.084688019273013,33.33669674232886,0.4360511093897136,32.900645632939145,0.0127731843575418,0.0649893038427109,-0.1447,0.2111,0.3558,0.2111,-0.1087,0.1638,-0.1833,-0.0006106741573033,0.4481666666666677,-0.4690000000000011,1,5,0.1376234636871508,0.0962719632449478,-0.0647,0.3212,0.3858999999999999,0.3212,-0.0528999999999999,0.122,-0.1223,-0.0002971910112359,0.4099999999999997,-0.3918333333333345,1,1,0.992036312849162,0.0544617871377597,0.8462,1.186,0.3398,1.186,-0.0650999999999999,0.1512,-0.2895999999999999,-0.0003657303370786,0.5489999999999942,-0.5658333333333285,2,0,0.0575843575418994,1.1948375338203303,-3.9987,2.9662,6.9649,3.9987,0.4638,3.7275,-4.9,0.0026056179775281,17.251999999999978,-12.002166666666657,2,8,-0.2466150837988827,1.3270621643002516,-5.355,5.425,10.78,5.425,-2.4850999999999996,5.2237,-6.5975,-0.0139612359550562,19.08949999999999,-22.968833333333336,3,8,-16.780201117318434,13.085266858681946,-33.2938,0.315,33.608799999999995,33.2938,-0.2363,1.9075000000000024,-2.0825999999999993,-0.0013275280898876,27.16883333333351,-22.239666666666665,0,0
right_u_turn,8.4,141,1.0124372735142677,1.1079733345166751,0.9086935787161698,0.1992797558005052,21.55327489625938,30.267608324576955,0.231659102994033,30.03594922158292,0.0390219858156028,0.0422898233151708,-0.0676,0.1359,0.2035,0.1359,-0.0495,0.0962,-0.0977,-0.0003535714285714,0.2878333333333337,-0.3144999999999999,1,3,0.1545397163120567,0.0712305781844453,-0.0617,0.2806,0.3423,0.2806,-0.0659,0.1071,-0.1257,-0.0004707142857142,0.4046666666666667,-0.3353333333333346,1,1,0.996486524822695,0.0353700846556968,0.9052,1.1031,0.1978999999999999,1.1031,0.0371,0.1225999999999999,-0.1348999999999999,0.000265,0.3185000000000002,-0.3523333333333323,2,0,0.1560716312056737,1.0078575603956177,-2.485,3.1762,5.6612,3.1762,-0.0787,2.8875,-3.6312,-0.0005621428571428,14.08733333333332,-11.754166666666706,2,4,-0.0710581560283688,0.9527266635561644,-3.3863,2.1175,5.5038,3.3863,0.9975,2.0563,-3.5613,0.007125,10.354,-10.062499999999991,2,1,-21.442529078014186,9.275066031482616,-30.2225,0.175,30.3975,30.2225,0.1312999999999999,1.8900000000000008,-1.6711999999999998,0.0009378571428571,22.283333333333275,-19.556333333333313,0,0
right_u_turn,8.34,140,1.009160861958922,1.1474354840251368,0.8812633431613958,0.2661721408637411,21.527906304763825,35.88278763655355,0.6251934740542322,35.257594162499316,0.0232464285714285,0.0493147305480181,-0.1193,0.1188,0.2381,0.1193,-0.0943,0.0737,-0.1142,-0.000678417266187,0.2895000000000001,-0.3133333333333353,1,1,0.1565542857142857,0.085679850280509,-0.0407,0.3135,0.3542,0.3135,-0.0461,0.1345,-0.1113,-0.0003316546762589,0.4380000000000005,-0.5466666666666662,1,0,0.9919114285714288,0.0381326274798897,0.881,1.1063,0.2253,1.1063,-0.0667,0.1500999999999999,-0.1445,-0.0004798561151079,0.3388333333333344,-0.4540000000000006,2,0,0.0584385714285714,1.2941347099766276,-4.0163,3.1675,7.1838,4.0163,-1.75,3.4212,-4.8563,-0.0125899280575539,15.983500000000026,-16.931500000000003,2,5,-0.2688107142857143,1.0430691660365463,-3.2812,2.4938,5.775,3.2812,-0.4200999999999999,3.5873999999999997,-3.8412,-0.0030223021582733,11.914500000000023,-9.814499999999992,1,1,-21.341492142857145,11.65382073987463,-35.8312,0.245,36.0762,35.8312,0.21,2.2575000000000003,-1.2338000000000022,0.0015107913669064,27.54783333333333,-16.98966666666672,0,0
